ID	log2Exp	log2FC
ASHGA5P001294	8.287	0.519
ASHGA5P001295	5.234	1.175
ASHGA5P001298	8.026	-1.789
ASHGA5P001299	4.536	-3.955
ASHGA5P001300	5.321	2.085
ASHGA5P001302	9.994	2.678
ASHGA5P001303	7.394	-3.695
ASHGA5P001304	12.243	-3.771
ASHGA5P001305	15.401	-2.241
ASHGA5P001306	7.34	0.518
ASHGA5P001307	12.024	-3.286
ASHGA5P001308	8.856	1.343
ASHGA5P001309	8.11	-1.224
ASHGA5P001310	12.078	-1.262
ASHGA5P001311	9.091	0.488
ASHGA5P001312	10.524	-0.923
ASHGA5P001313	7.362	-4.134
ASHGA5P001315	9.301	0.784
ASHGA5P001316	6.635	-4.56
ASHGA5P001317	6.735	-2.042
ASHGA5P001318	9.922	-2.367
ASHGA5P001319	8.619	11.114
ASHGA5P001321	7.459	-1.231
ASHGA5P001322	6.574	-1.953
ASHGA5P001324	7.288	-2.023
ASHGA5P001326	11.078	5.201
ASHGA5P001327	5.73	-1.603
ASHGA5P001328	9.014	-1.71
ASHGA5P001329	5.237	-2.898
ASHGA5P001336	7.433	-2.376
ASHGA5P001337	6.681	0.605
ASHGA5P001338	6.987	-1.284
ASHGA5P001339	8.351	0.597
ASHGA5P001341	7.084	-0.903
ASHGA5P001346	6.686	-2.867
ASHGA5P001347	8.045	-4.563
ASHGA5P001348	9.293	0.98
ASHGA5P001350	7.113	-3.534
ASHGA5P001351	7.33	0.4
ASHGA5P001354	10.063	-0.83
ASHGA5P001355	7.518	-0.651
ASHGA5P001357	5.314	1.292
ASHGA5P001358	9.073	-2.313
ASHGA5P001359	9.414	-3.72
ASHGA5P001360	8.972	-0.575
ASHGA5P001362	10.037	-2.552
ASHGA5P001363	12.368	-2.344
ASHGA5P001364	7.261	0.888
ASHGA5P001365	8.274	-4.485
ASHGA5P001366	13.793	1.583
ASHGA5P001367	6.574	-1.472
ASHGA5P001368	6.04	0.793
ASHGA5P001369	8.75	-2.013
ASHGA5P001370	12.784	-2.503
ASHGA5P001371	7.276	-1.86
ASHGA5P001372	9.248	-0.709
ASHGA5P001373	4.723	1.335
ASHGA5P001374	5.247	-1.319
ASHGA5P001375	5.112	-1.972
ASHGA5P001376	10.427	-1.843
ASHGA5P001377	8.084	-3.414
ASHGA5P001379	7.892	1.003
ASHGA5P001381	7.009	3.391
ASHGA5P001382	11.76	1.589
ASHGA5P001384	12.766	0.429
ASHGA5P001385	2.824	0.751
ASHGA5P001388	6.791	1.302
ASHGA5P001389	9.21	-1.653
ASHGA5P001390	7.281	-2.962
ASHGA5P001392	11.092	-0.736
ASHGA5P001393	8.508	0.863
ASHGA5P001395	6.41	-2.01
ASHGA5P001396	5.887	-0.422
ASHGA5P001397	10.859	-2.544
ASHGA5P001398	13.765	-0.975
ASHGA5P001399	5.836	-0.986
ASHGA5P001400	6.769	-2.4
ASHGA5P001401	10.492	1.291
ASHGA5P001402	5.522	0.552
ASHGA5P001406	11.398	1.947
ASHGA5P001408	11.335	0.656
ASHGA5P001410	8.39	-2.13
ASHGA5P001411	6.616	-5.782
ASHGA5P001412	3.081	-0.953
ASHGA5P001413	7.041	0.474
ASHGA5P001415	3.454	-1.793
ASHGA5P001417	9.428	-1.968
ASHGA5P001418	6.668	-2.618
ASHGA5P001419	4.565	-2.643
ASHGA5P001420	3.487	-0.662
ASHGA5P001422	6.93	-1.029
ASHGA5P001424	6.936	-1.047
ASHGA5P001425	2.764	0.72
ASHGA5P001427	8.149	1.046
ASHGA5P001429	8.991	2.404
ASHGA5P001433	6.306	1.269
ASHGA5P001436	5.569	-1.409
ASHGA5P001437	6.573	-0.519
ASHGA5P001438	4.434	-1.718
ASHGA5P001439	8.305	-1.598
ASHGA5P001440	10.891	-1.601
ASHGA5P001442	5.724	-1.177
ASHGA5P001444	6.434	0.388
ASHGA5P001445	7.906	1.304
ASHGA5P001446	10.262	0.619
ASHGA5P001449	4.952	-3.748
ASHGA5P001451	11.687	0.778
ASHGA5P001452	7.829	-0.979
ASHGA5P001453	14.486	-0.954
ASHGA5P001454	4.228	-2.602
ASHGA5P001456	14.315	-1.54
ASHGA5P001457	4.251	-3.202
ASHGA5P001458	7.432	-5.202
ASHGA5P001459	3.42	-1.74
ASHGA5P001460	5.912	0.406
ASHGA5P001462	8.181	-1.004
ASHGA5P001463	10.958	3.598
ASHGA5P001464	11.868	-0.994
ASHGA5P001466	8.786	-3.276
ASHGA5P001467	11.646	1.349
ASHGA5P001469	5.357	-1.511
ASHGA5P001470	6.073	-0.593
ASHGA5P001471	14.584	0.323
ASHGA5P001472	5.823	-0.667
ASHGA5P001474	6.042	-5.837
ASHGA5P001475	8.468	-2.633
ASHGA5P001476	8.647	-2.712
ASHGA5P001477	10.026	4.132
ASHGA5P001478	10.814	-1.443
ASHGA5P001479	3.924	-1.049
ASHGA5P001480	16.051	-1.352
ASHGA5P001481	7.275	-1.213
ASHGA5P001486	7.401	-0.586
ASHGA5P001487	15.436	0.593
ASHGA5P001488	8.855	-2.959
ASHGA5P001489	8.602	-0.386
ASHGA5P001490	7.804	-2.565
ASHGA5P001491	10.496	2.121
ASHGA5P001493	8.796	1.965
ASHGA5P001494	11.91	-1.982
ASHGA5P001495	5.552	1.011
ASHGA5P001497	11.511	0.405
ASHGA5P001499	7.772	8.062
ASHGA5P001500	7.447	2
ASHGA5P001501	2.908	1.023
ASHGA5P001502	10.364	-0.829
ASHGA5P001503	10.207	-1.805
ASHGA5P001504	8.574	0.487
ASHGA5P001505	3.888	-1.158
ASHGA5P001506	6.942	-1.222
ASHGA5P001507	9.367	-0.722
ASHGA5P001509	10.976	-0.593
ASHGA5P001510	7.641	-2.855
ASHGA5P001511	7.433	-2.175
ASHGA5P001512	5.186	0.788
ASHGA5P001513	6.345	-2.058
ASHGA5P001514	10.76	-0.736
ASHGA5P001516	9.541	-1.334
ASHGA5P001517	5.194	-3.918
ASHGA5P001518	3.019	1.241
ASHGA5P001521	11.27	2.027
ASHGA5P001524	14.54	-3.661
ASHGA5P001525	11.588	-0.635
ASHGA5P001526	8.577	1.143
ASHGA5P001529	4.822	1.761
ASHGA5P001530	7.16	-2.421
ASHGA5P001531	14.032	1.537
ASHGA5P001533	6.351	-5.995
ASHGA5P001534	9.967	-1.539
ASHGA5P001535	11.383	-1.537
ASHGA5P001536	7.072	1.823
ASHGA5P001537	7.129	1.343
ASHGA5P001539	9.119	0.366
ASHGA5P001540	8.996	3.726
ASHGA5P001542	6.426	-2.542
ASHGA5P001543	11.166	-2.377
ASHGA5P001546	4.132	-3.156
ASHGA5P001547	11.39	-1.151
ASHGA5P001548	3.364	-1.622
ASHGA5P001549	9.98	-1.371
ASHGA5P001550	7.848	1.092
ASHGA5P001551	4.744	-2.556
ASHGA5P001552	6.878	-7.737
ASHGA5P001553	7.838	-1.681
ASHGA5P001554	8.171	-1.1
ASHGA5P001555	3.077	0.91
ASHGA5P001557	3.372	1.161
ASHGA5P001559	7.741	0.714
ASHGA5P001560	11.636	1.433
ASHGA5P001561	4.08	0.625
ASHGA5P001562	10.212	-1.332
ASHGA5P001563	10.807	-0.859
ASHGA5P001564	6.157	0.608
ASHGA5P001565	14.013	2.262
ASHGA5P001566	7.201	-0.918
ASHGA5P001570	5.003	-1.386
ASHGA5P001572	9.132	-1.148
ASHGA5P001573	3.925	-2.749
ASHGA5P001574	7.486	-0.883
ASHGA5P001575	6.488	-5.335
ASHGA5P001576	9.153	1.612
ASHGA5P001578	7.04	-2.07
ASHGA5P001579	6.418	5.126
ASHGA5P001580	6.152	-2.028
ASHGA5P001582	9.595	-3.018
ASHGA5P001584	5.715	-1.231
ASHGA5P001585	7.156	2.046
ASHGA5P001586	13.482	-3.754
ASHGA5P001587	14.618	-3.407
ASHGA5P001588	4.379	-3.41
ASHGA5P001589	13.42	-1.21
ASHGA5P001590	6.542	-0.714
ASHGA5P001591	3.05	1.281
ASHGA5P001592	13.202	0.959
ASHGA5P001593	9.077	-2.755
ASHGA5P001595	7.662	-2.571
ASHGA5P001596	9.326	-2.01
ASHGA5P001597	7.781	-3.122
ASHGA5P001601	6.569	-1.169
ASHGA5P001602	11.027	-0.631
ASHGA5P001603	6.299	-1.304
ASHGA5P001604	7.377	-2.607
ASHGA5P001605	6.662	-1.508
ASHGA5P001608	4.726	-3.652
ASHGA5P001609	7.645	-0.5
ASHGA5P001610	9.61	-0.813
ASHGA5P001611	13.042	-1
ASHGA5P001612	8.641	-0.724
ASHGA5P001614	6.818	-3.018
ASHGA5P001616	5.137	-1.91
ASHGA5P001617	5.821	-5.213
ASHGA5P001620	5.018	0.988
ASHGA5P001621	7.061	2.74
ASHGA5P001622	7.267	-2.077
ASHGA5P001623	11.773	3.001
ASHGA5P001625	9.653	1.837
ASHGA5P001626	7.176	2.622
ASHGA5P001629	5.887	-1.201
ASHGA5P001630	9.246	-1.248
ASHGA5P001631	3.877	-1.091
ASHGA5P001635	12.32	0.369
ASHGA5P001636	3.272	1.426
ASHGA5P001637	8.587	-3.178
ASHGA5P001638	16.29	-0.508
ASHGA5P001639	12.48	-0.915
ASHGA5P001640	7.467	1.622
ASHGA5P001641	11.199	-1.267
ASHGA5P001643	4.467	-1.881
ASHGA5P001645	6.144	0.987
ASHGA5P001647	8.177	-1.683
ASHGA5P001648	6.508	1.924
ASHGA5P001649	7.82	-2.348
ASHGA5P001651	8.991	-0.472
ASHGA5P001654	9.899	-3.402
ASHGA5P001655	8.747	-0.991
ASHGA5P001656	6.297	-2.111
ASHGA5P001658	7.363	-0.856
ASHGA5P001661	10.073	-3.885
ASHGA5P001662	4.612	1.028
ASHGA5P001663	4.549	-1.995
ASHGA5P001665	6.022	-0.884
ASHGA5P001666	4.328	2.054
ASHGA5P001667	6.821	0.813
ASHGA5P001668	12.316	-2.8
ASHGA5P001669	3.006	-0.899
ASHGA5P001670	7.619	1.6
ASHGA5P001671	7.788	-0.513
ASHGA5P001673	8.242	-1.992
ASHGA5P001674	5.672	-1.694
ASHGA5P001677	7.189	-0.348
ASHGA5P001678	5.839	-3.681
ASHGA5P001679	3.349	1.757
ASHGA5P001680	6.849	0.862
ASHGA5P001682	6.351	-1.565
ASHGA5P001683	8.198	0.76
ASHGA5P001684	6.666	1.075
ASHGA5P001686	10.821	-0.787
ASHGA5P001687	9.629	2.122
ASHGA5P001688	7.487	-1.306
ASHGA5P001689	6.624	-1.756
ASHGA5P001690	6.63	1.105
ASHGA5P001691	5.082	0.804
ASHGA5P001692	5.895	0.669
ASHGA5P001696	10.282	0.857
ASHGA5P001698	7.541	0.554
ASHGA5P001699	6.993	-1.942
ASHGA5P001700	10.68	-3.521
ASHGA5P001701	5.514	-3.218
ASHGA5P001702	8.817	-2.975
ASHGA5P001706	5.826	-0.63
ASHGA5P001707	5.455	-4.819
ASHGA5P001709	8.958	-0.815
ASHGA5P001710	8.003	0.303
ASHGA5P001711	13.416	-1.298
ASHGA5P001712	7.924	1.45
ASHGA5P001714	9.756	1.926
ASHGA5P001715	10.478	1.806
ASHGA5P001716	8.283	-2.323
ASHGA5P001717	6.809	-0.426
ASHGA5P001718	13.164	-0.719
ASHGA5P001719	8.779	-1.187
ASHGA5P001722	11.896	-0.682
ASHGA5P001723	9.158	-1.248
ASHGA5P001725	6.276	1.212
ASHGA5P001726	7.49	3.437
ASHGA5P001727	7.033	6.606
ASHGA5P001729	9.19	0.72
ASHGA5P001731	9.499	-3.735
ASHGA5P001734	8.391	-4.149
ASHGA5P001735	12.088	-3.509
ASHGA5P001738	6.265	0.379
ASHGA5P001740	9.83	-0.503
ASHGA5P001741	9.847	-3.602
ASHGA5P001743	3.884	2.565
ASHGA5P001744	7.781	-2.468
ASHGA5P001746	6.758	-0.638
ASHGA5P001747	11.644	-1.44
ASHGA5P001748	12.718	0.441
ASHGA5P001749	6.571	1.124
ASHGA5P001751	7.563	0.715
ASHGA5P001752	10.123	-5.283
ASHGA5P001753	5.979	-6.853
ASHGA5P001758	8.202	0.507
ASHGA5P001761	3.475	-1.77
ASHGA5P001763	10.85	-2.048
ASHGA5P001764	12.881	0.549
ASHGA5P001765	4.493	3.453
ASHGA5P001766	5.779	-2.813
ASHGA5P001768	12.12	-1.152
ASHGA5P001769	4.926	0.702
ASHGA5P001770	11.944	-4.271
ASHGA5P001771	4.818	-2.159
ASHGA5P001772	2.709	0.344
ASHGA5P001775	10.887	11.248
ASHGA5P001776	13.592	0.549
ASHGA5P001778	10.248	-1.717
ASHGA5P001780	9.413	1.02
ASHGA5P001781	7.444	-2.02
ASHGA5P001782	5.834	1.122
ASHGA5P001783	3.823	-1.685
ASHGA5P001785	7.138	-3.097
ASHGA5P001786	11.235	-0.779
ASHGA5P001788	11.53	1.189
ASHGA5P001790	10.131	-1.098
ASHGA5P001793	7.318	-0.513
ASHGA5P001794	7.982	-2.628
ASHGA5P001795	4.062	-2.164
ASHGA5P001796	9.95	-0.398
ASHGA5P001798	9.414	-2.069
ASHGA5P001799	6.673	-1.034
ASHGA5P001801	8.866	-3.015
ASHGA5P001803	12.108	0.679
ASHGA5P001804	11.805	1.488
ASHGA5P001805	7.026	-1.095
ASHGA5P001806	3.627	-2.103
ASHGA5P001807	7.899	-1.852
ASHGA5P001808	7.089	1.204
ASHGA5P001809	6.728	0.593
ASHGA5P001810	6.559	-0.747
ASHGA5P001811	11.205	1.021
ASHGA5P001814	6.866	1.088
ASHGA5P001815	6.614	1.25
ASHGA5P001816	12.751	-0.347
ASHGA5P001817	4.934	-2.831
ASHGA5P001819	6.387	2.157
ASHGA5P001820	13.733	-2.671
ASHGA5P001821	5.305	1.569
ASHGA5P001823	9.753	2.024
ASHGA5P001824	4.829	0.589
ASHGA5P001826	2.997	0.875
ASHGA5P001827	8.819	-1.491
ASHGA5P001828	9.357	-1.85
ASHGA5P001829	8.467	-0.882
ASHGA5P001830	8.691	-3.764
ASHGA5P001832	7.759	-1.368
ASHGA5P001833	7.631	1.121
ASHGA5P001834	7.926	-2.849
ASHGA5P001835	8.766	1.259
ASHGA5P001836	11.132	-2.216
ASHGA5P001837	10.932	-0.425
ASHGA5P001838	7.472	-3.957
ASHGA5P001839	11.461	2.411
ASHGA5P001840	12.998	1.859
ASHGA5P001842	13.252	-7.126
ASHGA5P001845	9.969	1.268
ASHGA5P001849	10.299	-2.513
ASHGA5P001854	6.303	-1.732
ASHGA5P001855	5.576	-1.111
ASHGA5P001856	3.998	-1.408
ASHGA5P001858	9.94	-0.896
ASHGA5P001859	9.305	-0.633
ASHGA5P001860	8.827	-0.875
ASHGA5P001861	10.729	-4.843
ASHGA5P001864	7.556	3.1
ASHGA5P001867	8.979	0.58
ASHGA5P001869	13.141	1.589
ASHGA5P001870	9.426	1.878
ASHGA5P001871	9.076	3.02
ASHGA5P001872	7.7	-3.122
ASHGA5P001873	10.019	-2.2
ASHGA5P001874	11.625	-1.759
ASHGA5P001875	14.576	0.593
ASHGA5P001877	8.415	-0.943
ASHGA5P001878	7.575	0.658
ASHGA5P001882	8.992	1.353
ASHGA5P001884	11.049	1.407
ASHGA5P001885	6.66	0.415
ASHGA5P001886	8.386	1.348
ASHGA5P001888	4.847	1.084
ASHGA5P001889	16.645	0.442
ASHGA5P001890	7.007	-4.33
ASHGA5P001891	7.687	0.709
ASHGA5P001892	2.772	0.742
ASHGA5P001893	6.029	-2.747
ASHGA5P001895	4.708	-3.778
ASHGA5P001896	4.883	-2.294
ASHGA5P001897	6.514	-1.45
ASHGA5P001899	7.672	1.164
ASHGA5P001900	9.378	1.537
ASHGA5P001901	5.424	-1.188
ASHGA5P001902	5.395	-0.956
ASHGA5P001903	9.95	-0.565
ASHGA5P001904	9.46	-1.12
ASHGA5P001906	9.578	1.864
ASHGA5P001909	8.176	-0.828
ASHGA5P001910	11.232	0.877
ASHGA5P001911	9.823	-3.177
ASHGA5P001913	5.711	0.782
ASHGA5P001915	6.267	-1.92
ASHGA5P001917	8.343	-0.411
ASHGA5P001918	13.069	2.849
ASHGA5P001919	7.037	0.556
ASHGA5P001922	13.477	0.382
ASHGA5P001924	6.856	-4.03
ASHGA5P001925	9.483	-1.426
ASHGA5P001926	6.863	-3.455
ASHGA5P001927	11.051	0.708
ASHGA5P001928	5.86	2.065
ASHGA5P001930	6.713	-2.287
ASHGA5P001933	10.021	-1.305
ASHGA5P001934	4.68	1.488
ASHGA5P001935	8.877	-1.316
ASHGA5P001936	6.195	-2.28
ASHGA5P001937	10.763	2.465
ASHGA5P001939	2.741	0.636
ASHGA5P001940	3.821	1.645
ASHGA5P001941	4.09	-1.483
ASHGA5P001942	10.234	-2.357
ASHGA5P001943	13.778	-0.557
ASHGA5P001947	11.496	2.929
ASHGA5P001948	7.926	-0.456
ASHGA5P001950	5.393	0.956
ASHGA5P001952	9.297	1.961
ASHGA5P001954	6.247	-2.336
ASHGA5P001955	9.121	-0.804
ASHGA5P001956	8.945	-3.616
ASHGA5P001957	6.842	-3.492
ASHGA5P001958	8.42	-4.173
ASHGA5P001959	10.332	1.129
ASHGA5P001960	9.19	-3.248
ASHGA5P001962	5.533	-2.357
ASHGA5P001963	6.636	1.98
ASHGA5P001964	8.374	-3.387
ASHGA5P001965	9.417	-1.638
ASHGA5P001966	11.871	-0.773
ASHGA5P001967	5.547	-5.995
ASHGA5P001969	8.836	-5.163
ASHGA5P001970	10.133	1.354
ASHGA5P001972	15.642	0.524
ASHGA5P001973	6.573	6.525
ASHGA5P001974	10.125	-2.588
ASHGA5P001975	8.877	0.761
ASHGA5P001976	6.333	-1.503
ASHGA5P001977	6.145	-1.081
ASHGA5P001978	11.389	1.572
ASHGA5P001980	4.524	0.85
ASHGA5P001981	6.737	0.941
ASHGA5P001983	6.719	2.482
ASHGA5P001984	4.086	-2.786
ASHGA5P001985	3.667	-1.709
ASHGA5P001986	7.227	1.461
ASHGA5P001988	10.318	-2.601
ASHGA5P001989	12.325	-1.029
ASHGA5P001991	8.662	-7.491
ASHGA5P001993	6.913	3.461
ASHGA5P001994	8.806	1.07
ASHGA5P001995	4.07	-2.284
ASHGA5P001997	5.869	-3.494
ASHGA5P001998	12.953	1.428
ASHGA5P002000	7.324	-2.169
ASHGA5P002001	3.595	-0.775
ASHGA5P002002	8.302	1.057
ASHGA5P002003	9.139	0.368
ASHGA5P002004	8.686	1.309
ASHGA5P002006	11.385	-0.94
ASHGA5P002007	11.667	0.887
ASHGA5P002008	7.398	0.532
ASHGA5P002009	8.671	1.022
ASHGA5P002010	6.98	-5.896
ASHGA5P002012	5.599	-3.704
ASHGA5P002016	6.189	0.41
ASHGA5P002017	8.162	-3.075
ASHGA5P002018	11.75	-0.583
ASHGA5P002020	7.007	0.45
ASHGA5P002021	9.195	-6.2
ASHGA5P002023	8.058	-2.282
ASHGA5P002025	11.988	-2.329
ASHGA5P002026	7.07	-0.814
ASHGA5P002027	5.432	-0.976
ASHGA5P002028	4.072	-0.971
ASHGA5P002030	6.189	-2.879
ASHGA5P002032	8.022	-2.255
ASHGA5P002033	4.661	-1.391
ASHGA5P002034	2.612	0.421
ASHGA5P002035	10.814	-0.617
ASHGA5P002036	10.982	-0.67
ASHGA5P002037	8.085	2.719
ASHGA5P002039	9.12	-0.594
ASHGA5P002040	6.295	0.832
ASHGA5P002043	6.75	-1.051
ASHGA5P002045	8.044	-0.774
ASHGA5P002046	14.909	1.326
ASHGA5P002047	6.368	-1.13
ASHGA5P002048	7.605	-1.15
ASHGA5P002049	13.546	0.651
ASHGA5P002052	10.506	1.182
ASHGA5P002054	13.213	-6.84
ASHGA5P002055	8.604	0.428
ASHGA5P002057	9.405	0.616
ASHGA5P002058	5.82	-1.648
ASHGA5P002060	5.407	0.887
ASHGA5P002063	11.641	-0.86
ASHGA5P002064	11.826	0.879
ASHGA5P002065	3.459	1.541
ASHGA5P002068	5.871	-1.438
ASHGA5P002069	14.444	0.605
ASHGA5P002070	3.718	1.283
ASHGA5P002071	3.726	-1.268
ASHGA5P002072	5.31	-3.59
ASHGA5P002074	5.989	1.128
ASHGA5P002078	11.641	0.464
ASHGA5P002079	3.623	-0.774
ASHGA5P002083	3.102	1.325
ASHGA5P002086	11.092	-1.075
ASHGA5P002089	11.775	2.133
ASHGA5P002090	10.093	-0.47
ASHGA5P002092	5.9	0.911
ASHGA5P002095	5.862	-2.26
ASHGA5P002097	4.938	-3.577
ASHGA5P002100	10.664	-1.035
ASHGA5P002101	14.102	1.539
ASHGA5P002102	4.126	-3.146
ASHGA5P002105	9.491	-2.277
ASHGA5P002106	13.988	0.688
ASHGA5P002109	8.669	0.628
ASHGA5P002110	9.077	-2.888
ASHGA5P002112	10.857	-0.601
ASHGA5P002114	7.585	0.436
ASHGA5P002115	9.212	-2.525
ASHGA5P002117	9.594	-2.561
ASHGA5P002118	5.37	1.025
ASHGA5P002119	6.94	-0.925
ASHGA5P002120	12.288	6.882
ASHGA5P002121	9.254	-3.238
ASHGA5P002122	3.688	1.067
ASHGA5P002123	8.012	-0.739
ASHGA5P002124	5.582	-2.518
ASHGA5P002125	5.909	0.635
ASHGA5P002126	6.232	0.662
ASHGA5P002127	9.312	-1.519
ASHGA5P002129	10.921	-0.505
ASHGA5P002130	9.213	0.676
ASHGA5P002131	5.021	-0.778
ASHGA5P002133	6.685	1.092
ASHGA5P002134	7.491	0.552
ASHGA5P002135	7.909	1.521
ASHGA5P002136	6.38	-3.138
ASHGA5P002137	8.054	0.66
ASHGA5P002138	5.321	1.18
ASHGA5P002140	4.5	1.93
ASHGA5P002141	4.764	1.056
ASHGA5P002142	5.661	-1.313
ASHGA5P002143	7.26	-3.52
ASHGA5P002145	6.625	-1.617
ASHGA5P002146	7.408	-2.862
ASHGA5P002147	9.885	-0.375
ASHGA5P002151	6.687	1.003
ASHGA5P002152	8.472	1.252
ASHGA5P002154	9.955	2.196
ASHGA5P002155	7.913	-1.895
ASHGA5P002158	5.143	-1.495
ASHGA5P002159	6.963	0.612
ASHGA5P002160	7.158	1.021
ASHGA5P002161	3.717	0.67
ASHGA5P002162	8.998	-2.085
ASHGA5P002165	7.95	-0.946
ASHGA5P002166	11.59	-1.569
ASHGA5P002168	7.533	0.38
ASHGA5P002169	6.885	-1.565
ASHGA5P002170	6.349	0.431
ASHGA5P002171	8.823	0.571
ASHGA5P002173	5.786	-1.361
ASHGA5P002174	3.588	-1.928
ASHGA5P002175	9.568	0.457
ASHGA5P002177	7.524	-2.863
ASHGA5P002178	10.24	-1.14
ASHGA5P002179	10.729	0.397
ASHGA5P002181	8.688	0.579
ASHGA5P002182	6.455	-2.2
ASHGA5P002183	3.566	-2.025
ASHGA5P002184	9.695	2.333
ASHGA5P002185	9.75	1.113
ASHGA5P002186	3.767	-0.941
ASHGA5P002187	7.231	0.989
ASHGA5P002189	9.738	-0.512
ASHGA5P002191	8.274	-0.535
ASHGA5P002192	10.622	0.741
ASHGA5P002193	11.439	1.393
ASHGA5P002195	7.723	-1.931
ASHGA5P002196	10.484	2.293
ASHGA5P002198	5.723	-4.623
ASHGA5P002199	9.491	1.756
ASHGA5P002201	4.687	-2.502
ASHGA5P002203	9.069	-2.609
ASHGA5P002206	6.325	-0.716
ASHGA5P002208	9.162	-1.433
ASHGA5P002209	8.845	-0.606
ASHGA5P002212	3.662	-1.593
ASHGA5P002214	6.424	-0.666
ASHGA5P002215	7.107	1.457
ASHGA5P002216	6.865	1.126
ASHGA5P002217	6.627	1.142
ASHGA5P002218	6.069	5.003
ASHGA5P002219	9.246	-2.85
ASHGA5P002221	7.898	-1.128
ASHGA5P002223	5.36	-2.695
ASHGA5P002224	8.357	0.454
ASHGA5P002226	3.433	-1.502
ASHGA5P002227	8.761	-2.325
ASHGA5P002229	9.092	0.537
ASHGA5P002230	11.317	1.06
ASHGA5P002231	8.659	0.463
ASHGA5P002234	6.038	-1.151
ASHGA5P002236	8.326	-0.645
ASHGA5P002238	5.237	1.019
ASHGA5P002239	6.826	-0.661
ASHGA5P002242	7.682	2.529
ASHGA5P002243	4.714	0.671
ASHGA5P002244	6.128	-3.881
ASHGA5P002246	7.194	-3.597
ASHGA5P002247	3.545	1.128
ASHGA5P002248	8.8	-2.084
ASHGA5P002249	7.523	-3.471
ASHGA5P002250	10.561	1.256
ASHGA5P002253	8.022	-2
ASHGA5P002255	11.303	-0.731
ASHGA5P002256	2.906	1.018
ASHGA5P002258	10.184	1.912
ASHGA5P002261	10.783	-0.959
ASHGA5P002262	10.16	-2.365
ASHGA5P002264	5.458	-1.656
ASHGA5P002265	6.469	5.521
ASHGA5P002266	3.493	-1.868
ASHGA5P002267	6.517	-0.671
ASHGA5P002268	7.196	0.65
ASHGA5P002269	6.911	1.603
ASHGA5P002270	12.967	-2.238
ASHGA5P002271	12.881	-3.069
ASHGA5P002272	12.649	0.411
ASHGA5P002274	7.1	0.911
ASHGA5P002277	7.835	-6.505
ASHGA5P002278	9.031	-0.692
ASHGA5P002279	6.705	-0.536
ASHGA5P002280	10.287	-0.515
ASHGA5P002282	5.801	2.439
ASHGA5P002284	9.755	1.131
ASHGA5P002285	7.257	-1.311
ASHGA5P002286	10.43	-0.43
ASHGA5P002287	3.545	-1.987
ASHGA5P002288	12.425	1.847
ASHGA5P002289	6.626	-3.522
ASHGA5P002290	4.513	-1.68
ASHGA5P002291	2.799	0.703
ASHGA5P002292	11.336	4.177
ASHGA5P002293	7.449	-1.948
ASHGA5P002294	3.199	-1.292
ASHGA5P002298	8.419	-0.808
ASHGA5P002300	9.497	-1.902
ASHGA5P002301	7.555	0.467
ASHGA5P002304	9.851	-1.463
ASHGA5P002306	5.479	-0.848
ASHGA5P002308	9.159	1.012
ASHGA5P002309	7.895	-2.64
ASHGA5P002311	12.02	0.727
ASHGA5P002312	7.6	-1.601
ASHGA5P002313	3.35	-1.6
ASHGA5P002314	3.895	-2.626
ASHGA5P002315	7.191	1.702
ASHGA5P002318	5.126	2.072
ASHGA5P002319	16.068	0.962
ASHGA5P002320	12.131	-2.358
ASHGA5P002321	6.426	-3.198
ASHGA5P002322	5.484	0.827
ASHGA5P002324	7.354	0.455
ASHGA5P002325	7.592	0.709
ASHGA5P002326	7.087	-2.806
ASHGA5P002327	16.75	-2.469
ASHGA5P002329	4.302	-1.78
ASHGA5P002330	6.341	-2.508
ASHGA5P002334	7.767	-1.804
ASHGA5P002335	4.562	-1.581
ASHGA5P002336	3.752	-1.53
ASHGA5P002337	9.364	-1.031
ASHGA5P002338	6.315	-1.081
ASHGA5P002340	6.6	1.355
ASHGA5P002341	4.279	-2.426
ASHGA5P002342	7.362	1.337
ASHGA5P002343	12.796	-1.535
ASHGA5P002344	8.686	-1.653
ASHGA5P002346	10.203	0.582
ASHGA5P002349	7.114	-2.602
ASHGA5P002350	5.847	-0.478
ASHGA5P002351	7.742	-1.21
ASHGA5P002355	8.43	1.198
ASHGA5P002356	7.743	0.984
ASHGA5P002357	6.091	0.89
ASHGA5P002360	5.045	1.933
ASHGA5P002363	4.035	-1.784
ASHGA5P002365	6.473	1.395
ASHGA5P002368	6.236	0.735
ASHGA5P002369	9.258	-2.55
ASHGA5P002370	9.217	-3.581
ASHGA5P002372	11.432	-0.374
ASHGA5P002374	11.544	0.827
ASHGA5P002377	6.651	-0.593
ASHGA5P002379	4.749	0.768
ASHGA5P002380	6.715	0.974
ASHGA5P002382	3.694	1.758
ASHGA5P002384	10.33	-1.814
ASHGA5P002385	8.336	-0.865
ASHGA5P002386	3.329	-1.267
ASHGA5P002387	8.395	0.514
ASHGA5P002388	5.231	0.907
ASHGA5P002390	5.871	-0.945
ASHGA5P002391	11.854	0.488
ASHGA5P002392	14.535	-0.588
ASHGA5P002394	9.009	0.869
ASHGA5P002395	10.068	0.458
ASHGA5P002396	12.133	0.393
ASHGA5P002397	8.602	1.2
ASHGA5P002398	12.073	-1.25
ASHGA5P002399	13.254	-0.991
