ID	log2Exp	log2FC
ASHGA5P015339	7.356	0.699
ASHGA5P015340	2.969	-0.832
ASHGA5P015341	6.759	0.991
ASHGA5P015343	3.365	1.319
ASHGA5P015348	6.846	-6.652
ASHGA5P015351	6.639	1.079
ASHGA5P015352	10.972	0.914
ASHGA5P015353	2.829	-0.549
ASHGA5P015354	2.987	1.226
ASHGA5P015355	7.916	-1.62
ASHGA5P015356	7.997	-1.262
ASHGA5P015357	7.778	-2.55
ASHGA5P015358	5.665	1.96
ASHGA5P015359	9.379	-1.556
ASHGA5P015362	8.15	2.419
ASHGA5P015363	9.709	1.172
ASHGA5P015365	3.041	1.333
ASHGA5P015367	6.859	1.309
ASHGA5P015369	3.395	-1.323
ASHGA5P015373	10.702	0.378
ASHGA5P015376	5.039	1.476
ASHGA5P015378	5.953	0.987
ASHGA5P015379	6.255	-1.449
ASHGA5P015380	12.35	-0.861
ASHGA5P015381	11.692	0.723
ASHGA5P015384	6.502	1.388
ASHGA5P015387	4.061	-1.03
ASHGA5P015388	3.081	-1.048
ASHGA5P015389	3.406	-0.87
ASHGA5P015391	6.773	-3.002
ASHGA5P015393	4.079	2.899
ASHGA5P015394	8.213	0.726
ASHGA5P015396	4.353	-1.75
ASHGA5P015398	5.708	1.053
ASHGA5P015399	2.938	1.077
ASHGA5P015400	2.914	1.078
ASHGA5P015401	3.248	-1.344
ASHGA5P015402	7.475	1.338
ASHGA5P015404	7.397	-0.362
ASHGA5P015405	7.954	-0.545
ASHGA5P015407	11.832	0.822
ASHGA5P015408	6.255	0.72
ASHGA5P015409	9.566	1.33
ASHGA5P015410	4.002	2.749
ASHGA5P015411	8.929	1.137
ASHGA5P015415	9.781	2.842
ASHGA5P015416	9.876	-4.455
ASHGA5P015417	12.096	-3.151
ASHGA5P015419	8.332	-1.228
ASHGA5P015420	6.599	3.576
ASHGA5P015421	9.801	1.044
ASHGA5P015424	8.445	0.721
ASHGA5P015427	5.831	0.589
ASHGA5P015429	3.293	1.492
ASHGA5P015430	8.842	-0.33
ASHGA5P015431	7.359	1.57
ASHGA5P015432	4.428	1.009
ASHGA5P015433	4.41	-1.838
ASHGA5P015434	5.809	0.907
ASHGA5P015435	3.541	-1.955
ASHGA5P015436	7.745	-1.14
ASHGA5P015437	6.419	0.943
ASHGA5P015439	5.627	1.236
ASHGA5P015442	6.188	0.855
ASHGA5P015443	3.112	-1.121
ASHGA5P015445	3.726	0.888
ASHGA5P015446	7.163	1.422
ASHGA5P015447	4.823	0.849
ASHGA5P015450	7.886	0.342
ASHGA5P015451	3.525	-1.606
ASHGA5P015455	3.265	-0.608
ASHGA5P015456	11.357	1.279
ASHGA5P015457	4.875	0.946
ASHGA5P015459	6.67	-2.734
ASHGA5P015460	9.46	-8.995
ASHGA5P015463	9.863	1.045
ASHGA5P015464	2.687	0.492
ASHGA5P015465	9.043	0.419
ASHGA5P015466	7.179	0.744
ASHGA5P015467	11	-1.092
ASHGA5P015468	12.15	-6.73
ASHGA5P015469	12.821	-7.538
ASHGA5P015470	3.025	-0.947
ASHGA5P015471	12.64	-2.138
ASHGA5P015473	3.607	2.005
ASHGA5P015476	6.589	-0.939
ASHGA5P015480	7.073	-2.159
ASHGA5P015481	3.894	-1.272
ASHGA5P015482	3.082	1.416
ASHGA5P015483	9.127	-0.533
ASHGA5P015486	5.456	-5.809
ASHGA5P015489	17.332	0.679
ASHGA5P015490	6.16	1.473
ASHGA5P015491	13.82	1.067
ASHGA5P015492	4.088	0.722
ASHGA5P015494	8.558	1.031
ASHGA5P015495	6.639	0.575
ASHGA5P015496	8.528	-0.525
ASHGA5P015498	3.669	1.867
ASHGA5P015500	3.745	2.299
ASHGA5P015501	9.441	1.916
ASHGA5P015502	16.376	0.368
ASHGA5P015504	4.459	-2.975
ASHGA5P015505	6.881	2.786
ASHGA5P015506	6.655	-2.642
ASHGA5P015507	2.923	1.098
ASHGA5P015510	3.18	-1.163
ASHGA5P015511	7.67	-1.108
ASHGA5P015513	11.66	1.212
ASHGA5P015514	11.118	2.872
ASHGA5P015517	8.74	1.376
ASHGA5P015518	4.546	1.159
ASHGA5P015520	6.227	-0.989
ASHGA5P015524	9.018	2.097
ASHGA5P015526	7.65	-1.552
ASHGA5P015529	6.588	0.926
ASHGA5P015530	7.868	0.897
ASHGA5P015533	8.2	1.876
ASHGA5P015536	9.515	2.368
ASHGA5P015537	8.494	-2.904
ASHGA5P015538	2.877	1.005
ASHGA5P015539	7.032	-0.476
ASHGA5P015542	10.842	0.752
ASHGA5P015543	8.878	-4.177
ASHGA5P015547	6.531	1.31
ASHGA5P015549	11.974	3.357
ASHGA5P015550	9.005	0.716
ASHGA5P015551	5.71	0.526
ASHGA5P015552	14.568	-0.68
ASHGA5P015553	4.624	-2.995
ASHGA5P015554	11.313	-2.94
ASHGA5P015555	6.53	1.662
ASHGA5P015557	4.372	-3.64
ASHGA5P015558	8.795	1.008
ASHGA5P015559	3.997	-2.844
ASHGA5P015561	10.342	0.483
ASHGA5P015562	7.116	-1.381
ASHGA5P015563	11.753	2.82
ASHGA5P015566	3.188	1.212
ASHGA5P015568	5.651	1.247
ASHGA5P015571	9.505	-2.069
ASHGA5P015572	6.13	1.447
ASHGA5P015573	3.276	1.754
ASHGA5P015574	9.647	1.545
ASHGA5P015575	4.882	-2.241
ASHGA5P015576	3.236	-1.367
ASHGA5P015578	5.547	1.613
ASHGA5P015579	8.864	0.938
ASHGA5P015580	5.259	1.055
ASHGA5P015581	3.315	1.88
ASHGA5P015583	4.034	0.761
ASHGA5P015584	8.24	-2.72
ASHGA5P015585	6.421	0.946
ASHGA5P015586	7.415	0.638
ASHGA5P015587	4.869	-3.484
ASHGA5P015591	14.494	1.869
ASHGA5P015592	6.285	2.592
ASHGA5P015594	4.532	-2.614
ASHGA5P015596	3.269	1.788
ASHGA5P015597	8.995	0.472
ASHGA5P015599	10.339	0.993
ASHGA5P015600	6.46	-0.938
ASHGA5P015602	5.853	-2.782
ASHGA5P015603	8.57	2.956
ASHGA5P015604	6.852	-0.902
ASHGA5P015605	9.951	-1.672
ASHGA5P015606	7.862	1.861
ASHGA5P015607	4.921	-1.999
ASHGA5P015610	7.897	0.539
ASHGA5P015611	8.27	2.818
ASHGA5P015612	5.38	0.489
ASHGA5P015613	9.904	0.747
ASHGA5P015617	8.347	1.381
ASHGA5P015618	9.481	-0.327
ASHGA5P015619	6.497	0.674
ASHGA5P015620	5.184	1.532
ASHGA5P015622	8.157	0.502
ASHGA5P015623	9.89	-0.813
ASHGA5P015624	6.993	1.252
ASHGA5P015625	4.69	2.647
ASHGA5P015626	5.687	0.541
ASHGA5P015628	7.013	-2.626
ASHGA5P015629	4.906	-4.605
ASHGA5P015630	2.926	0.943
ASHGA5P015632	3.684	-1.965
ASHGA5P015634	4.473	0.622
ASHGA5P015635	8.185	-1.726
ASHGA5P015637	3.478	2.111
ASHGA5P015640	7.106	0.563
ASHGA5P015642	7.711	1.007
ASHGA5P015643	6.82	-1.156
ASHGA5P015644	3.096	1.159
ASHGA5P015645	6.698	0.906
ASHGA5P015646	5.113	1.618
ASHGA5P015648	5.814	1.103
ASHGA5P015650	3.148	1.006
ASHGA5P015652	7.485	0.374
ASHGA5P015654	6.699	-1.615
ASHGA5P015655	5.525	-1.027
ASHGA5P015658	5.297	0.876
ASHGA5P015659	4.691	-1.528
ASHGA5P015660	5.749	1.011
ASHGA5P015661	8.737	1.636
ASHGA5P015662	5.451	-2.088
ASHGA5P015669	3.087	-0.919
ASHGA5P015670	6.17	1.311
ASHGA5P015673	8.545	2.566
ASHGA5P015674	5.273	0.795
ASHGA5P015675	11.57	-1.346
ASHGA5P015676	12.975	-1.205
ASHGA5P015677	14.286	-1.116
ASHGA5P015678	17.608	0.523
ASHGA5P015679	2.768	0.63
ASHGA5P015680	8.391	1.296
ASHGA5P015681	13.152	-2.182
ASHGA5P015682	3.912	-2.198
ASHGA5P015683	4.622	1.523
ASHGA5P015684	4.229	-2.547
ASHGA5P015686	7.106	1.008
ASHGA5P015688	10.854	0.486
ASHGA5P015689	5.764	0.788
ASHGA5P015690	7.729	0.516
ASHGA5P015691	9.525	0.975
ASHGA5P015692	8.552	1.442
ASHGA5P015693	10.08	0.74
ASHGA5P015694	9.082	0.974
ASHGA5P015696	5.414	1.763
ASHGA5P015697	3.473	-1.838
ASHGA5P015698	5.861	-2.006
ASHGA5P015699	6.458	-2.297
ASHGA5P015702	3.157	-1.174
ASHGA5P015703	11.948	0.539
ASHGA5P015706	5.583	-3.151
ASHGA5P015707	4.631	1.184
ASHGA5P015709	10.785	-0.582
ASHGA5P015710	3.149	1.549
ASHGA5P015712	2.792	0.834
ASHGA5P015714	5.549	0.94
ASHGA5P015715	10.205	2.256
ASHGA5P015716	4.589	-1.722
ASHGA5P015718	9.672	1.103
ASHGA5P015722	4.993	-4.246
ASHGA5P015723	7.253	1.474
ASHGA5P015724	9.45	1.273
ASHGA5P015725	9.195	0.579
ASHGA5P015726	3.065	1.382
ASHGA5P015727	6.923	0.389
ASHGA5P015730	7.149	0.818
ASHGA5P015732	3.082	1.325
ASHGA5P015734	7.716	-0.588
ASHGA5P015735	8.775	-0.567
ASHGA5P015737	2.782	0.553
ASHGA5P015738	5.905	-0.469
ASHGA5P015740	9.925	-1.777
ASHGA5P015741	2.78	0.812
ASHGA5P015743	7.055	1.56
ASHGA5P015744	3.334	-1.564
ASHGA5P015746	9.426	1.463
ASHGA5P015747	5.061	1.1
ASHGA5P015748	7.518	-4.978
ASHGA5P015749	7.899	0.61
ASHGA5P015751	5.968	1.345
ASHGA5P015753	5.618	1.152
ASHGA5P015755	5.914	-1.623
ASHGA5P015756	3.627	1.259
ASHGA5P015757	6.376	-4.516
ASHGA5P015758	4.687	1.369
ASHGA5P015763	11.842	0.713
ASHGA5P015764	4.748	-2.829
ASHGA5P015765	7.913	-2.884
ASHGA5P015768	6.662	0.987
ASHGA5P015769	5.778	-3.349
ASHGA5P015770	2.844	0.838
ASHGA5P015773	7.083	3.03
ASHGA5P015775	7.086	1.347
ASHGA5P015777	9.238	0.409
ASHGA5P015778	5.539	1.258
ASHGA5P015783	3.187	-1.126
ASHGA5P015784	10.077	2.841
ASHGA5P015787	10.176	-0.468
ASHGA5P015788	6.336	1.006
ASHGA5P015790	7.549	0.934
ASHGA5P015794	3.143	0.911
ASHGA5P015795	13.058	2.23
ASHGA5P015796	10.312	-4.247
ASHGA5P015797	7.059	0.916
ASHGA5P015799	5.88	1.057
ASHGA5P015801	7.461	2.926
ASHGA5P015803	10.037	-5.357
ASHGA5P015806	6.255	-0.463
ASHGA5P015809	7.833	0.801
ASHGA5P015811	8.833	3.468
ASHGA5P015814	11.294	-1.288
ASHGA5P015815	2.631	0.512
ASHGA5P015817	12.622	-0.81
ASHGA5P015819	10.727	-0.941
ASHGA5P015822	8.373	-2.789
ASHGA5P015823	4.61	-1.453
ASHGA5P015824	3.208	1.13
ASHGA5P015830	8.078	-2.408
ASHGA5P015833	5.097	-3.45
ASHGA5P015834	9.571	-2.768
ASHGA5P015835	3.214	1.559
ASHGA5P015836	9.114	0.424
ASHGA5P015838	5.295	0.627
ASHGA5P015839	7.741	0.952
ASHGA5P015840	6.607	1.343
ASHGA5P015841	3.077	1.406
ASHGA5P015842	7.213	0.618
ASHGA5P015843	7.965	0.525
ASHGA5P015844	7.091	0.718
ASHGA5P015845	4.197	-2.193
ASHGA5P015848	4.15	0.869
ASHGA5P015849	2.673	0.588
ASHGA5P015852	4.959	-2.815
ASHGA5P015853	3.138	1.165
ASHGA5P015854	9.299	2.144
ASHGA5P015855	7.896	0.77
ASHGA5P015856	4.168	-2.152
ASHGA5P015857	7.598	0.331
ASHGA5P015858	7.087	-2.062
ASHGA5P015859	3.088	1.326
ASHGA5P015860	3.196	1.642
ASHGA5P015861	8.574	-1.448
ASHGA5P015863	10.371	-2.806
ASHGA5P015865	3.28	-1.265
ASHGA5P015866	3.144	1.538
ASHGA5P015868	5.083	1.777
ASHGA5P015869	2.599	0.449
ASHGA5P015871	7.328	3.12
ASHGA5P015872	8.07	0.384
ASHGA5P015873	10.5	0.34
ASHGA5P015874	6.122	-2.473
ASHGA5P015875	6.858	-1.476
ASHGA5P015876	5.072	-2.077
ASHGA5P015879	2.557	0.364
ASHGA5P015881	8.678	5.588
ASHGA5P015883	11.53	-1.128
ASHGA5P015884	3.274	-0.877
ASHGA5P015885	7.247	-2.34
ASHGA5P015886	4.732	1.237
ASHGA5P015889	5.865	0.665
ASHGA5P015890	9.082	-3.159
ASHGA5P015891	8.461	-3.303
ASHGA5P015892	7.205	3.912
ASHGA5P015893	4.134	2.658
ASHGA5P015894	3.716	-1.164
ASHGA5P015895	12.308	2.156
ASHGA5P015896	3.073	1.238
ASHGA5P015898	7.997	0.421
ASHGA5P015901	5.545	3.165
ASHGA5P015903	9.885	-1.018
ASHGA5P015904	2.875	1.001
ASHGA5P015905	5.025	-1.425
ASHGA5P015906	4.407	-1.451
ASHGA5P015907	6.25	-0.614
ASHGA5P015908	5.493	0.904
ASHGA5P015911	9.234	1.798
ASHGA5P015912	8.566	-0.412
ASHGA5P015913	5.821	2.053
ASHGA5P015914	9.091	0.892
ASHGA5P015915	4.866	-3.029
ASHGA5P015916	13.26	-0.372
ASHGA5P015917	3.271	-1.435
ASHGA5P015918	2.635	0.52
ASHGA5P015920	6.938	-0.814
ASHGA5P015922	7.469	0.735
ASHGA5P015925	3.975	-1.123
ASHGA5P015926	9.367	1.881
ASHGA5P015928	10.139	-1.154
ASHGA5P015930	4.82	0.982
ASHGA5P015931	7.894	-1.263
ASHGA5P015933	4.505	1.254
ASHGA5P015934	10.328	2.596
ASHGA5P015939	6.413	0.931
ASHGA5P015940	13.924	1.094
ASHGA5P015942	7.203	1.559
ASHGA5P015944	8.218	-0.813
ASHGA5P015946	8.2	2.137
ASHGA5P015947	4.607	-1.972
ASHGA5P015948	7.995	0.612
ASHGA5P015949	6.473	0.896
ASHGA5P015950	6.001	-1.101
ASHGA5P015952	4.188	0.916
ASHGA5P015953	5.56	-3.433
ASHGA5P015954	7.636	1.026
ASHGA5P015955	5.378	0.882
ASHGA5P015961	7.898	1.584
ASHGA5P015962	2.75	0.752
ASHGA5P015963	4.442	-1.972
ASHGA5P015966	10.298	1.962
ASHGA5P015969	11.5	0.33
ASHGA5P015970	10.405	-0.318
ASHGA5P015972	5.089	-2.799
ASHGA5P015974	10.31	-0.411
ASHGA5P015976	5.746	-1.524
ASHGA5P015977	4.299	2.445
ASHGA5P015978	5.311	-2.537
ASHGA5P015981	5.296	-0.907
ASHGA5P015982	7.963	-3.03
ASHGA5P015984	7.49	1.694
ASHGA5P015985	5.2	2.049
ASHGA5P015989	7.417	1.703
ASHGA5P015990	11.588	0.521
ASHGA5P015991	7.938	0.842
ASHGA5P015992	6.962	0.942
ASHGA5P015993	2.918	0.796
ASHGA5P015994	7.523	-0.395
ASHGA5P015997	3.195	-1.288
ASHGA5P015999	2.756	0.763
ASHGA5P016000	9.972	1.234
ASHGA5P016001	6.503	0.67
ASHGA5P016002	5.217	2.561
ASHGA5P016003	8.554	2.063
ASHGA5P016004	8.179	0.81
ASHGA5P016005	5.786	-1.167
ASHGA5P016006	9.026	-1.815
ASHGA5P016007	4.497	1.703
ASHGA5P016009	6.938	-1.861
ASHGA5P016010	8.473	0.72
ASHGA5P016011	7.068	1.64
ASHGA5P016013	8.642	-1.541
ASHGA5P016016	12.438	1.896
ASHGA5P016017	9.046	-1.198
ASHGA5P016018	5.364	-0.505
ASHGA5P016019	3.514	2.153
ASHGA5P016021	9.243	-1.959
ASHGA5P016022	4.881	2.243
ASHGA5P016024	6.642	0.99
ASHGA5P016027	13.3	-1.043
ASHGA5P016030	8.279	1.463
ASHGA5P016031	6.601	1.36
ASHGA5P016032	5.364	-1.291
ASHGA5P016033	4.508	-2.412
ASHGA5P016034	3.008	1.267
ASHGA5P016035	7.886	1.658
ASHGA5P016037	11.491	-1.03
ASHGA5P016042	2.964	0.784
ASHGA5P016043	7.476	0.346
ASHGA5P016046	8.926	0.539
ASHGA5P016048	3.849	1.27
ASHGA5P016049	2.93	1.112
ASHGA5P016050	9.581	0.419
ASHGA5P016052	7.742	-0.898
ASHGA5P016053	7.306	1.17
ASHGA5P016054	7.888	1.242
ASHGA5P016055	9.78	-0.709
ASHGA5P016056	4.279	1.221
ASHGA5P016057	8.788	-0.541
ASHGA5P016058	12.086	1.484
ASHGA5P016059	2.625	0.501
ASHGA5P016060	3.284	-1.464
ASHGA5P016062	2.847	0.946
ASHGA5P016063	7.478	-1.255
ASHGA5P016064	5.591	1.168
ASHGA5P016066	7.404	2.272
ASHGA5P016067	2.821	0.893
ASHGA5P016069	10.594	1.535
ASHGA5P016070	5.568	1.848
ASHGA5P016071	3.595	1.711
ASHGA5P016072	7.165	0.784
ASHGA5P016074	2.86	0.971
ASHGA5P016077	4.42	1.105
ASHGA5P016078	4.633	2.106
ASHGA5P016079	14.321	-3.991
ASHGA5P016081	8.919	-3.699
ASHGA5P016082	5.987	2.072
ASHGA5P016084	12.488	0.424
ASHGA5P016085	2.878	0.98
ASHGA5P016088	7.642	4.488
ASHGA5P016090	10.373	0.882
ASHGA5P016091	5.938	0.904
ASHGA5P016092	4.717	0.916
ASHGA5P016093	9.248	1.986
ASHGA5P016094	10.688	2.105
ASHGA5P016095	3.001	1.253
ASHGA5P016096	11.868	-0.451
ASHGA5P016099	10.102	1.157
ASHGA5P016101	10.481	0.492
ASHGA5P016102	3.398	1.492
ASHGA5P016103	8.216	0.577
ASHGA5P016104	4.731	0.491
ASHGA5P016105	3.222	-0.613
ASHGA5P016106	8.106	-0.816
ASHGA5P016107	2.692	0.636
ASHGA5P016108	9.828	1.308
ASHGA5P016109	2.741	0.723
ASHGA5P016112	2.719	0.437
ASHGA5P016114	11.572	-0.787
ASHGA5P016116	4.662	1.619
ASHGA5P016117	6.603	0.81
ASHGA5P016118	6.796	-0.745
ASHGA5P016121	2.899	1.048
ASHGA5P016123	5.954	0.811
ASHGA5P016124	10.309	1.348
ASHGA5P016126	6.9	-3.614
ASHGA5P016129	4.527	1.991
ASHGA5P016130	3.454	-0.885
ASHGA5P016132	6.405	0.982
ASHGA5P016133	3.426	-1.737
ASHGA5P016135	3.368	1.615
ASHGA5P016137	5.117	0.791
ASHGA5P016140	6.79	0.438
ASHGA5P016143	6.127	-0.91
ASHGA5P016144	9.288	2.398
ASHGA5P016145	5.989	0.981
ASHGA5P016147	10.111	-1.017
ASHGA5P016150	2.889	0.931
ASHGA5P016153	5.32	-4.021
ASHGA5P016154	6.779	0.461
ASHGA5P016156	4.911	0.379
ASHGA5P016157	3.336	1.737
ASHGA5P016158	2.693	0.637
ASHGA5P016159	11.794	-0.921
ASHGA5P016160	3.14	-1.169
ASHGA5P016163	3.553	-1.749
ASHGA5P016164	2.931	1.112
ASHGA5P016165	2.981	1.064
ASHGA5P016168	4.911	-1.954
ASHGA5P016170	9.007	1.8
ASHGA5P016171	4.952	0.941
ASHGA5P016172	10.763	1.299
ASHGA5P016173	2.84	0.932
ASHGA5P016174	5.718	-0.995
ASHGA5P016176	5.274	1.226
ASHGA5P016178	3.982	-2.027
ASHGA5P016180	7.689	0.476
ASHGA5P016181	3.243	1.736
ASHGA5P016183	6.263	1.06
ASHGA5P016185	5.558	-1.108
ASHGA5P016187	9.905	1.986
ASHGA5P016188	6.716	1.236
ASHGA5P016190	4.934	-4.763
ASHGA5P016192	5.855	0.654
ASHGA5P016195	8.222	-2.843
ASHGA5P016196	6.051	7.013
ASHGA5P016197	6.057	5.433
ASHGA5P016198	9.391	-1.039
ASHGA5P016199	7.309	-0.934
ASHGA5P016200	5.493	1.354
ASHGA5P016202	4.658	1.142
ASHGA5P016204	4.651	1.65
ASHGA5P016205	2.878	0.955
ASHGA5P016212	5.49	3.071
ASHGA5P016214	5.126	0.907
ASHGA5P016215	12.346	0.835
ASHGA5P016216	5.993	-6.88
ASHGA5P016217	8.21	0.603
ASHGA5P016218	6.714	1.258
ASHGA5P016219	2.94	0.859
ASHGA5P016220	5.443	0.579
ASHGA5P016221	8.198	-1.087
ASHGA5P016222	4.514	0.958
ASHGA5P016225	6.946	-2.151
ASHGA5P016226	6.311	-2.939
ASHGA5P016227	10.6	0.729
ASHGA5P016228	6.64	0.935
ASHGA5P016229	6.467	0.867
ASHGA5P016230	3.018	1.287
ASHGA5P016231	2.653	0.558
ASHGA5P016233	5.941	2.899
ASHGA5P016234	6.103	2.427
ASHGA5P016235	5.655	1.297
ASHGA5P016238	3.07	-1.036
ASHGA5P016239	11.751	1.198
ASHGA5P016242	8.316	-3.442
ASHGA5P016243	5.721	1.459
ASHGA5P016245	2.919	0.692
ASHGA5P016246	5.438	-1.69
ASHGA5P016247	11.9	-0.723
ASHGA5P016248	4.876	1.47
ASHGA5P016249	5.695	0.957
ASHGA5P016250	9.278	-0.887
ASHGA5P016251	10.901	0.704
ASHGA5P016255	4.37	0.876
ASHGA5P016257	10.342	1.076
ASHGA5P016259	6.164	1.88
ASHGA5P016262	13.254	1.478
ASHGA5P016263	8.414	-3.164
ASHGA5P016264	2.61	0.471
ASHGA5P016269	7.212	0.64
ASHGA5P016270	3.731	-1.958
ASHGA5P016271	15.974	1.301
ASHGA5P016272	9.404	1.032
ASHGA5P016273	4.429	-3.739
ASHGA5P016274	6.516	1.141
ASHGA5P016275	6.468	0.938
ASHGA5P016276	7.652	1.935
ASHGA5P016277	11.867	0.61
ASHGA5P016278	3.016	1.283
ASHGA5P016279	5.435	1.333
ASHGA5P016281	9.975	-1.071
ASHGA5P016283	6.574	-0.581
ASHGA5P016286	5.868	1.081
ASHGA5P016287	4.683	0.901
ASHGA5P016289	2.791	0.833
ASHGA5P016291	5.974	0.85
ASHGA5P016295	4.425	-1.003
ASHGA5P016296	10.248	-2.572
ASHGA5P016297	6.995	-1.23
ASHGA5P016301	4.396	2.383
ASHGA5P016303	6.829	-2.637
ASHGA5P016304	6.432	-2.306
ASHGA5P016306	7.874	0.633
ASHGA5P016307	3.913	0.767
ASHGA5P016309	7.045	-0.645
ASHGA5P016310	7.23	-2.295
ASHGA5P016311	5.323	2.358
ASHGA5P016314	7.841	0.688
ASHGA5P016316	3.969	2.289
ASHGA5P016317	9.698	0.312
ASHGA5P016318	6.509	1.336
ASHGA5P016321	4.256	0.89
ASHGA5P016322	4.491	-0.595
ASHGA5P016325	5.723	0.711
ASHGA5P016327	6.366	-0.55
ASHGA5P016328	9.947	1.044
ASHGA5P016331	4.243	-1.563
ASHGA5P016332	9.488	-2.183
ASHGA5P016333	3.027	1.304
ASHGA5P016335	5.056	-0.534
ASHGA5P016340	7.648	-0.747
ASHGA5P016342	7.481	1.42
ASHGA5P016343	2.946	1.144
ASHGA5P016346	4.811	-1.377
ASHGA5P016347	4.837	-1.866
ASHGA5P016348	8.948	-0.566
ASHGA5P016351	4.341	-1.906
ASHGA5P016352	6.188	-0.817
ASHGA5P016354	4.913	-2.424
ASHGA5P016356	4.982	0.965
ASHGA5P016358	7.701	-3.152
ASHGA5P016361	9.18	-4.022
ASHGA5P016362	8.027	-2.458
ASHGA5P016364	8.06	0.984
ASHGA5P016365	8.426	-1.554
ASHGA5P016366	12.169	-0.674
ASHGA5P016367	8.563	-2.315
ASHGA5P016371	11.671	0.674
ASHGA5P016372	2.85	0.95
ASHGA5P016373	5.221	3.168
ASHGA5P016375	8.841	0.63
ASHGA5P016376	10.206	1.967
ASHGA5P016378	3.36	-1.614
ASHGA5P016382	6.138	0.992
ASHGA5P016385	6.463	2.601
ASHGA5P016386	6.631	1.25
ASHGA5P016387	9.746	2.239
ASHGA5P016389	3.057	1.238
ASHGA5P016390	5.306	0.791
ASHGA5P016393	7.597	-0.909
ASHGA5P016395	13.965	-1.332
ASHGA5P016397	6.527	-0.435
ASHGA5P016398	2.862	0.976
ASHGA5P016399	2.874	0.975
ASHGA5P016400	8.276	3.163
ASHGA5P016403	3.277	-1.448
ASHGA5P016404	6.228	0.718
ASHGA5P016405	8.532	-1.605
ASHGA5P016406	7.351	-0.769
ASHGA5P016407	10.705	1.331
ASHGA5P016408	7.43	1.845
ASHGA5P016410	3.272	-1.434
ASHGA5P016411	2.571	0.392
ASHGA5P016412	16.072	0.962
ASHGA5P016413	9.267	1.48
ASHGA5P016414	6.716	1.927
ASHGA5P016417	3.511	-1.917
ASHGA5P016419	8.551	1.373
ASHGA5P016424	6.435	0.844
ASHGA5P016425	6.572	1.039
ASHGA5P016427	5.949	1.999
ASHGA5P016428	6.767	0.663
ASHGA5P016429	3.673	1.033
ASHGA5P016430	11.546	1.348
ASHGA5P016432	11.6	-1.222
ASHGA5P016433	6.131	-1.017
ASHGA5P016434	7.827	-0.455
ASHGA5P016435	4.739	-1.995
ASHGA5P016436	4.137	0.843
ASHGA5P016437	4.721	1.146
ASHGA5P016438	3.448	-1.793
ASHGA5P016439	3.062	1.376
ASHGA5P016440	3.439	-0.801
ASHGA5P016441	6.461	3.102
ASHGA5P016442	7.956	1.04
ASHGA5P016445	5.317	-4.275
ASHGA5P016446	8.618	0.659
ASHGA5P016447	4.825	0.913
ASHGA5P016449	6.253	1.874
ASHGA5P016450	4.543	-2.782
ASHGA5P016451	6.617	0.404
ASHGA5P016454	3.505	2.261
ASHGA5P016456	13.982	-3.943
ASHGA5P016457	11.443	-0.744
ASHGA5P016459	5.424	-1.192
ASHGA5P016460	7.669	0.683
ASHGA5P016462	8.145	1.475
ASHGA5P016464	2.606	0.463
ASHGA5P016465	12.382	1.368
ASHGA5P016468	3.774	1.717
ASHGA5P016471	3.032	0.732
ASHGA5P016472	7.501	1.359
ASHGA5P016474	7.119	0.938
ASHGA5P016475	6.882	-5.901
ASHGA5P016478	10.304	-1.209
ASHGA5P016479	7.027	-2.476
ASHGA5P016480	2.902	1.055
ASHGA5P016482	9.221	1.112
ASHGA5P016484	7.741	1.024
ASHGA5P016485	10.585	1.964
ASHGA5P016486	6.443	1.26
ASHGA5P016487	10.719	-0.906
ASHGA5P016488	2.837	0.925
ASHGA5P016489	13.354	-3.229
ASHGA5P016490	2.783	0.776
ASHGA5P016491	5.496	1.157
ASHGA5P016492	6.844	1.42
ASHGA5P016494	2.969	-0.675
ASHGA5P016495	2.943	-0.778
ASHGA5P016497	6.052	3.246
ASHGA5P016499	2.674	0.599
ASHGA5P016501	11.363	0.582
ASHGA5P016502	5.605	0.728
ASHGA5P016503	4.381	2.552
ASHGA5P016504	5.828	-5.133
ASHGA5P016505	4.9	1.786
ASHGA5P016507	7.617	0.503
ASHGA5P016508	10.56	2.418
ASHGA5P016512	3.115	1.48
ASHGA5P016513	2.87	0.753
ASHGA5P016517	6.875	0.561
ASHGA5P016518	2.944	-0.593
ASHGA5P016519	7.22	-0.727
ASHGA5P016520	6.371	-2.115
ASHGA5P016522	5.765	-4.339
ASHGA5P016526	13.119	-0.671
ASHGA5P016527	7.137	-1.815
ASHGA5P016528	3.201	-1.298
ASHGA5P016530	2.608	0.466
ASHGA5P016531	5.747	1.074
ASHGA5P016532	3.623	-1.669
ASHGA5P016534	8.44	0.576
ASHGA5P016535	8.654	-1.889
ASHGA5P016537	5.189	-2.714
ASHGA5P016538	8.471	-0.691
ASHGA5P016539	2.718	0.688
ASHGA5P016540	7.345	0.938
ASHGA5P016541	9.477	0.767
ASHGA5P016542	4.46	0.783
ASHGA5P016543	3.172	1.595
ASHGA5P016545	5.86	0.941
ASHGA5P016546	3.727	-1.116
ASHGA5P016549	8.686	-1.22
ASHGA5P016550	6.612	1.529
ASHGA5P016553	3.844	-2.251
ASHGA5P016554	11.862	-1.525
ASHGA5P016555	3.535	2.321
ASHGA5P016556	3.069	1.389
ASHGA5P016557	3.743	2.737
ASHGA5P016558	5.899	0.941
