ID	log2Exp	log2FC
ASHGA5P055632	7.617	0.796
ASHGA5P055633	3.101	1.453
ASHGA5P055635	10.639	-0.746
ASHGA5P055637	4.25	2.162
ASHGA5P055638	3.044	1.338
ASHGA5P055640	11.72	-0.861
ASHGA5P055641	9.381	-1.254
ASHGA5P055642	3.043	1.338
ASHGA5P055643	4.858	0.497
ASHGA5P055644	7.596	-1.15
ASHGA5P055646	8.352	0.744
ASHGA5P055647	5.834	0.847
ASHGA5P055648	11.094	0.755
ASHGA5P055650	14.056	0.64
ASHGA5P055651	7.293	1.405
ASHGA5P055652	11.098	0.939
ASHGA5P055653	6.326	1.195
ASHGA5P055655	14.479	2.278
ASHGA5P055656	10.34	0.742
ASHGA5P055657	7.958	-0.722
ASHGA5P055658	2.802	0.855
ASHGA5P055659	11.698	-1.032
ASHGA5P055660	3.014	-0.917
ASHGA5P055663	11.415	-0.58
ASHGA5P055664	7.287	-0.555
ASHGA5P055665	11.487	2.366
ASHGA5P055666	7.938	-2.01
ASHGA5P055667	8.858	0.501
ASHGA5P055668	3.472	2.195
ASHGA5P055669	3.997	-1.593
ASHGA5P055671	4.605	0.799
ASHGA5P055672	9.553	3.684
ASHGA5P055673	10.379	-1.074
ASHGA5P055674	8.052	3.887
ASHGA5P055678	13.014	1.594
ASHGA5P055682	9.545	-1.43
ASHGA5P055683	5.603	-1.432
ASHGA5P055684	6.143	0.849
ASHGA5P055685	2.998	-0.891
ASHGA5P055686	16.465	-0.539
ASHGA5P055688	10.85	3.834
ASHGA5P055690	8.31	5.844
ASHGA5P055691	3.271	1.705
ASHGA5P055692	9.125	1.271
ASHGA5P055693	4.529	1.357
ASHGA5P055694	8.128	-1.629
ASHGA5P055695	4.514	-1.393
ASHGA5P055697	6.074	0.482
ASHGA5P055700	2.772	0.742
ASHGA5P055702	4.436	2.325
ASHGA5P055704	3.175	-1.246
ASHGA5P055705	2.983	1.216
ASHGA5P055706	8.593	-0.475
ASHGA5P055707	12.502	3.039
ASHGA5P055708	5.225	1.244
ASHGA5P055709	7.836	1.481
ASHGA5P055710	5.304	1.022
ASHGA5P055712	8.212	0.99
ASHGA5P055713	2.655	0.537
ASHGA5P055714	6.601	1.176
ASHGA5P055717	5.588	-0.822
ASHGA5P055719	8.403	-1.542
ASHGA5P055720	8.579	-0.497
ASHGA5P055722	8.657	-2.516
ASHGA5P055724	5.384	1.525
ASHGA5P055725	8.322	1.45
ASHGA5P055727	9.542	-0.941
ASHGA5P055729	10.141	-6.514
ASHGA5P055730	6.38	-0.569
ASHGA5P055731	15.716	0.979
ASHGA5P055732	2.947	0.826
ASHGA5P055734	6.53	-1.984
ASHGA5P055739	4.821	-1.663
ASHGA5P055740	2.917	-0.615
ASHGA5P055741	6.236	-2.657
ASHGA5P055742	5.327	5.787
ASHGA5P055743	13.294	1.877
ASHGA5P055744	9.469	-2.323
ASHGA5P055746	8.212	-2.484
ASHGA5P055747	7.086	-1.72
ASHGA5P055748	9.812	0.888
ASHGA5P055749	4.604	-4.087
ASHGA5P055750	6.146	-5.462
ASHGA5P055752	11.162	1.619
ASHGA5P055754	5.855	-0.651
ASHGA5P055755	7.561	1.137
ASHGA5P055757	8.366	-0.496
ASHGA5P055758	8.398	-1.019
ASHGA5P055759	6.371	-2.692
ASHGA5P055760	9.284	-1.073
ASHGA5P055761	7.437	2.29
ASHGA5P055762	10.068	0.568
ASHGA5P055763	4.753	-4.397
ASHGA5P055764	11.23	-2.416
ASHGA5P055765	9.553	1.521
ASHGA5P055766	11.444	-0.49
ASHGA5P055768	6.925	1.033
ASHGA5P055769	3.271	1.502
ASHGA5P055770	8.151	0.712
ASHGA5P055771	6.295	0.596
ASHGA5P055772	9.13	1.113
ASHGA5P055774	7.409	1.231
ASHGA5P055775	7.67	0.712
ASHGA5P055776	8.776	-0.76
ASHGA5P055777	9.743	1.121
ASHGA5P055778	8.048	0.634
ASHGA5P055779	4.631	-2.81
ASHGA5P055781	10.279	1.066
ASHGA5P055782	5.647	-1.351
ASHGA5P055783	11.38	0.603
ASHGA5P055786	8.539	1.524
ASHGA5P055787	11.659	0.47
ASHGA5P055788	9.934	-2.441
ASHGA5P055790	3.618	-1.24
ASHGA5P055791	8.196	-2.453
ASHGA5P055792	4.789	-2.977
ASHGA5P055793	4.941	-2.175
ASHGA5P055795	6.516	-2.414
ASHGA5P055796	9.27	-0.644
ASHGA5P055797	11.372	2.854
ASHGA5P055798	6.255	-3.206
ASHGA5P055800	3.583	-1.407
ASHGA5P055801	5.235	2.199
ASHGA5P055802	9.721	-4.556
ASHGA5P055804	3.707	0.98
ASHGA5P055805	5.312	0.89
ASHGA5P055807	3.306	-1.452
ASHGA5P055808	9.85	-0.777
ASHGA5P055809	4.58	0.842
ASHGA5P055810	10.209	4.452
ASHGA5P055811	3.622	-0.835
ASHGA5P055812	5.672	-5.901
ASHGA5P055813	5.344	1.659
ASHGA5P055815	2.63	0.511
ASHGA5P055818	8.64	1.015
ASHGA5P055819	10.713	-1.548
ASHGA5P055821	11.182	-3.945
ASHGA5P055823	2.631	0.512
ASHGA5P055824	8.326	-4.269
ASHGA5P055826	10.388	1.057
ASHGA5P055828	4.896	2.647
ASHGA5P055830	9.697	-0.886
ASHGA5P055833	3.137	1.108
ASHGA5P055834	5.835	-1.37
ASHGA5P055835	4.075	2.121
ASHGA5P055836	9.227	0.719
ASHGA5P055838	13.597	-0.648
ASHGA5P055839	3.032	1.111
ASHGA5P055841	10.464	1.156
ASHGA5P055843	8.936	-2.138
ASHGA5P055844	9.94	-1.413
ASHGA5P055846	6.532	1.297
ASHGA5P055847	2.988	-0.743
ASHGA5P055850	5.042	-2.759
ASHGA5P055851	4.673	1.528
ASHGA5P055852	7.802	1.63
ASHGA5P055853	6.437	2.167
ASHGA5P055854	8.77	0.798
ASHGA5P055855	9.637	-1.16
ASHGA5P055857	8.06	1.578
ASHGA5P055859	6.504	0.435
ASHGA5P055860	5.245	3.334
ASHGA5P055861	6.266	1.726
ASHGA5P055862	8.663	1.53
ASHGA5P055863	6.418	0.979
ASHGA5P055864	4.529	-1.82
ASHGA5P055865	6.517	-1.943
ASHGA5P055866	5.356	-1.277
ASHGA5P055867	7.459	-0.634
ASHGA5P055869	6.815	-0.497
ASHGA5P055870	7.874	-5.892
ASHGA5P055871	7.802	1.221
ASHGA5P055878	7.117	2.42
ASHGA5P055879	8.471	4.651
ASHGA5P055880	4.98	0.745
ASHGA5P055881	6.084	-1.439
ASHGA5P055882	12.076	0.352
ASHGA5P055886	4.116	1.446
ASHGA5P055888	3.397	-1.4
ASHGA5P055891	3.02	-0.935
ASHGA5P055893	5.949	1.096
ASHGA5P055894	6.798	1.253
ASHGA5P055895	4.245	1.606
ASHGA5P055896	4.44	1.402
ASHGA5P055897	16.104	-1.139
ASHGA5P055898	11.301	-0.777
ASHGA5P055899	6.165	0.572
ASHGA5P055901	4.866	1.285
ASHGA5P055903	7.838	-0.836
ASHGA5P055904	2.951	1.152
ASHGA5P055907	6.434	2.711
ASHGA5P055908	4.002	-2.898
ASHGA5P055909	7.649	0.739
ASHGA5P055910	9.923	-2.353
ASHGA5P055913	7.687	1.432
ASHGA5P055914	11.082	0.513
ASHGA5P055915	6.962	-0.643
ASHGA5P055917	6.346	-0.352
ASHGA5P055918	11.384	1.371
ASHGA5P055920	7.289	0.646
ASHGA5P055921	7.296	-2.273
ASHGA5P055922	5.515	-1.199
ASHGA5P055925	4.913	1.001
ASHGA5P055929	6.054	0.584
ASHGA5P055930	6.771	-2.114
ASHGA5P055932	12.222	-1.027
ASHGA5P055933	9.708	-0.377
ASHGA5P055938	10.173	1.559
ASHGA5P055939	6.771	0.656
ASHGA5P055940	10.524	-0.352
ASHGA5P055942	5.419	2.344
ASHGA5P055943	7.549	-0.893
ASHGA5P055945	7.754	0.393
ASHGA5P055948	4.776	0.769
ASHGA5P055949	6.199	-1.566
ASHGA5P055954	3.2	1.553
ASHGA5P055956	2.679	0.495
ASHGA5P055958	10.489	1.209
ASHGA5P055959	4.847	-1.861
ASHGA5P055961	11.913	0.441
ASHGA5P055962	7.788	1.583
ASHGA5P055965	7.619	1.407
ASHGA5P055966	7.481	-1.11
ASHGA5P055967	9.695	-1.294
ASHGA5P055969	13.426	-0.512
ASHGA5P055970	13.662	-1.026
ASHGA5P055971	11.166	4.047
ASHGA5P055972	9.398	-0.471
ASHGA5P055973	10.27	0.449
ASHGA5P055974	2.938	0.629
ASHGA5P055975	7.783	0.448
ASHGA5P055976	9.778	4.468
ASHGA5P055977	6.702	-0.79
ASHGA5P055978	4.022	2.132
ASHGA5P055980	5.853	1.073
ASHGA5P055981	5.346	1.113
ASHGA5P055982	10.708	1.551
ASHGA5P055985	8.566	-3.265
ASHGA5P055986	7.913	-3.967
ASHGA5P055987	9.666	0.96
ASHGA5P055988	8.239	-2.062
ASHGA5P055989	8.913	-1.618
ASHGA5P055990	12.323	-1.13
ASHGA5P055991	3.505	-0.995
ASHGA5P055993	8.126	1.586
ASHGA5P055994	8.753	-3.28
ASHGA5P055995	10.509	1.997
ASHGA5P055996	9.372	-4.193
ASHGA5P055997	12.79	0.719
ASHGA5P055998	9.433	-2.801
ASHGA5P055999	12.395	1.23
ASHGA5P056000	7.531	-2.895
ASHGA5P056001	4.437	-1.881
ASHGA5P056002	9.83	-2.308
ASHGA5P056003	7.367	1.38
ASHGA5P056006	11.993	-1.985
ASHGA5P056010	12.559	0.649
ASHGA5P056011	9.906	0.387
ASHGA5P056012	5.237	-2.255
ASHGA5P056013	6.677	0.706
ASHGA5P056014	5.636	-4.523
ASHGA5P056017	6.752	0.79
ASHGA5P056018	11.384	-4.188
ASHGA5P056020	2.755	0.761
ASHGA5P056021	3.149	1.55
ASHGA5P056023	5.315	-4.215
ASHGA5P056024	4.393	-2.502
ASHGA5P056026	8.297	-3.014
ASHGA5P056027	4.909	0.876
ASHGA5P056029	12.301	-1.749
ASHGA5P056031	11.933	2.769
ASHGA5P056032	9.606	3.893
ASHGA5P056033	5.517	1.475
ASHGA5P056034	6.995	-0.466
ASHGA5P056035	3.004	1.248
ASHGA5P056038	4.554	-2.442
ASHGA5P056040	7.607	2.504
ASHGA5P056041	2.683	0.616
ASHGA5P056043	10.784	-4.195
ASHGA5P056044	5.256	0.815
ASHGA5P056045	10.934	0.815
ASHGA5P056046	4.198	0.852
ASHGA5P056047	12.127	-3.445
ASHGA5P056048	12.631	1.035
ASHGA5P056049	11.258	0.446
ASHGA5P056050	6.833	-0.658
ASHGA5P056051	8.855	0.59
ASHGA5P056052	7.925	-0.678
ASHGA5P056053	8.623	1.268
ASHGA5P056054	12.642	0.427
ASHGA5P056056	2.828	0.907
ASHGA5P056057	7.529	-1.788
ASHGA5P056058	10.764	1.106
ASHGA5P056059	6.177	1.201
ASHGA5P056060	6.017	-0.69
ASHGA5P056062	9.261	-1.202
ASHGA5P056064	9.121	1.191
ASHGA5P056065	6.103	1.179
ASHGA5P056066	3.472	-1.827
ASHGA5P056068	7.941	-1.356
ASHGA5P056069	12.504	1.049
ASHGA5P056072	4.336	1.126
ASHGA5P056074	3.042	-0.893
ASHGA5P056075	10.506	0.68
ASHGA5P056077	8.139	0.477
ASHGA5P056079	8.349	-1.33
ASHGA5P056080	2.644	0.539
ASHGA5P056084	3.378	-1.651
ASHGA5P056085	7.88	0.605
ASHGA5P056087	6.939	0.517
ASHGA5P056092	4.444	-2.583
ASHGA5P056094	2.6	0.451
ASHGA5P056097	8.965	-1.092
ASHGA5P056098	9.068	3.015
ASHGA5P056099	3.564	-0.784
ASHGA5P056100	4.808	2.358
ASHGA5P056101	2.982	1.214
ASHGA5P056102	5.047	3.069
ASHGA5P056103	9.538	-1.107
ASHGA5P056104	5.723	2.348
ASHGA5P056105	4.287	1.071
ASHGA5P056107	9.993	-2.748
ASHGA5P056108	4.927	-3.838
ASHGA5P056110	3.677	1.671
ASHGA5P056113	9.136	-0.754
ASHGA5P056114	9.102	-1.025
ASHGA5P056115	6.358	0.945
ASHGA5P056116	4.396	2.176
ASHGA5P056117	2.744	0.369
ASHGA5P056118	9.453	-0.582
ASHGA5P056119	6.482	-0.742
ASHGA5P056120	10.856	0.669
ASHGA5P056121	10.694	0.977
ASHGA5P056123	6.053	1.001
ASHGA5P056124	7.631	-4.74
ASHGA5P056125	8.551	0.789
ASHGA5P056127	9.149	1.935
ASHGA5P056129	5.925	3.182
ASHGA5P056130	10.571	2.037
ASHGA5P056133	7.162	-1.149
ASHGA5P056134	12.036	0.527
ASHGA5P056135	9.268	-0.981
ASHGA5P056137	5.89	0.978
ASHGA5P056138	6.818	0.565
ASHGA5P056141	7.487	1.037
ASHGA5P056142	11.168	-0.762
ASHGA5P056143	10.36	-0.918
ASHGA5P056144	6.997	3.34
ASHGA5P056145	11.51	-2.3
ASHGA5P056147	2.986	0.859
ASHGA5P056148	10.536	-1.278
ASHGA5P056150	7.678	0.497
ASHGA5P056152	4.285	-1.35
ASHGA5P056153	8.454	1.315
ASHGA5P056156	4.066	1.585
ASHGA5P056160	6.172	2.002
ASHGA5P056161	9.25	0.66
ASHGA5P056162	7.125	-1.218
ASHGA5P056164	8.055	0.73
ASHGA5P056166	3.347	-1.562
ASHGA5P056168	4.742	1.519
ASHGA5P056169	9.527	1.432
ASHGA5P056170	9.326	1.429
ASHGA5P056172	9.072	2.344
ASHGA5P056174	10.712	2.034
ASHGA5P056175	12.214	-1.5
ASHGA5P056176	10.578	2.582
ASHGA5P056178	7.51	-2.506
ASHGA5P056180	8.484	1.534
ASHGA5P056184	4.409	0.669
ASHGA5P056185	7.488	1.467
ASHGA5P056186	9.855	-2.116
ASHGA5P056188	3.588	2.046
ASHGA5P056190	2.705	0.661
ASHGA5P056191	5.412	1.089
ASHGA5P056194	8.585	3.802
ASHGA5P056197	3.322	-1.545
ASHGA5P056198	2.963	-0.804
ASHGA5P056199	8.202	0.547
ASHGA5P056204	6.582	1.491
ASHGA5P056206	4.359	2.236
ASHGA5P056207	3.048	-0.842
ASHGA5P056208	6.075	5.184
ASHGA5P056211	4.87	1.343
ASHGA5P056213	3.058	1.144
ASHGA5P056214	6.126	0.726
ASHGA5P056215	5.68	1.6
ASHGA5P056216	9.815	-1.204
ASHGA5P056217	3.699	2.502
ASHGA5P056219	7.087	0.662
ASHGA5P056224	3.137	-1.169
ASHGA5P056225	6.821	-1.575
ASHGA5P056227	5.946	1.374
ASHGA5P056228	8.976	0.396
ASHGA5P056232	5.96	-0.482
ASHGA5P056240	5.575	1.357
ASHGA5P056241	4.061	-2.994
ASHGA5P056244	3.295	1.563
ASHGA5P056245	9.346	0.994
ASHGA5P056248	4.68	-2.759
ASHGA5P056249	4.935	0.981
ASHGA5P056250	3.61	-2.115
ASHGA5P056251	8.564	0.694
ASHGA5P056252	7.127	0.956
ASHGA5P056253	8.423	1.342
ASHGA5P056254	7.457	0.839
ASHGA5P056255	2.672	0.565
ASHGA5P056258	10.46	1.21
ASHGA5P056260	2.847	0.875
ASHGA5P056262	6.795	1.822
ASHGA5P056266	2.924	-0.741
ASHGA5P056268	4.969	2.12
ASHGA5P056272	4.761	0.935
ASHGA5P056274	2.907	1.064
ASHGA5P056275	7.332	1.615
ASHGA5P056276	6.192	-2.142
ASHGA5P056278	3.892	1.265
ASHGA5P056279	5.696	0.711
ASHGA5P056284	3.069	1.389
ASHGA5P056288	10.046	-1.601
ASHGA5P056291	5.983	0.389
ASHGA5P056295	10.121	1.31
ASHGA5P056296	3.4	-1.356
ASHGA5P056300	4.702	-2.654
ASHGA5P056301	2.99	0.611
ASHGA5P056304	6.384	-0.708
ASHGA5P056305	6.07	-0.375
ASHGA5P056308	5.953	1.354
ASHGA5P056309	4.468	1.461
ASHGA5P056311	5.59	0.815
ASHGA5P056312	11.058	0.506
ASHGA5P056313	6.596	2.09
ASHGA5P056316	5.056	-1.007
ASHGA5P056319	4.448	-2.44
ASHGA5P056320	2.73	0.712
ASHGA5P056322	10.086	0.503
ASHGA5P056323	11.479	-1.951
ASHGA5P056324	3.238	-1.084
ASHGA5P056325	6.446	2.111
ASHGA5P056327	7.679	0.868
ASHGA5P056328	7.33	0.936
ASHGA5P056329	3.127	-0.828
ASHGA5P056330	2.96	1.123
ASHGA5P056331	4.308	0.696
ASHGA5P056335	6.343	1.816
ASHGA5P056338	7.952	1.246
ASHGA5P056340	5.601	0.697
ASHGA5P056344	4.427	2.71
ASHGA5P056345	10.655	1.357
ASHGA5P056346	6.068	1.115
ASHGA5P056347	6.574	-1.473
ASHGA5P056348	7.412	0.645
ASHGA5P056349	6.222	-5.134
ASHGA5P056350	3.303	-1.502
ASHGA5P056352	3.652	1.385
ASHGA5P056353	7.193	3.691
ASHGA5P056354	9.693	1.055
ASHGA5P056355	7.59	1.352
ASHGA5P056357	6.649	0.985
ASHGA5P056358	3.004	1.26
ASHGA5P056359	2.999	1.248
ASHGA5P056360	10.844	1.012
ASHGA5P056361	8.499	1.196
ASHGA5P056362	4.901	1.607
ASHGA5P056363	6.58	1.487
ASHGA5P056366	4.693	0.695
ASHGA5P056370	6.826	0.424
ASHGA5P056371	7.41	2.788
ASHGA5P056372	5.519	-1.217
ASHGA5P056374	2.89	0.673
ASHGA5P056376	7.322	7.498
ASHGA5P056377	4.804	0.885
ASHGA5P056378	7.138	1.27
ASHGA5P056381	6.116	4.61
ASHGA5P056383	5.887	0.591
ASHGA5P056384	6.889	0.99
ASHGA5P056386	3.265	1.083
ASHGA5P056387	8.15	1.012
ASHGA5P056390	4.74	1.202
ASHGA5P056391	4.062	1.028
ASHGA5P056400	7.072	0.611
ASHGA5P056402	3.843	-2.581
ASHGA5P056403	3.716	-1.172
ASHGA5P056409	2.89	-0.68
ASHGA5P056410	10.164	1.015
ASHGA5P056412	5.241	1.115
ASHGA5P056413	6.254	0.697
ASHGA5P056415	5.362	1.018
ASHGA5P056417	3.079	-1.059
ASHGA5P056418	6.922	0.409
ASHGA5P056421	5.313	2.537
ASHGA5P056422	2.746	0.577
ASHGA5P056423	2.936	-0.75
ASHGA5P056425	2.927	0.91
ASHGA5P056426	9.341	2.194
ASHGA5P056427	10.151	-0.543
ASHGA5P056428	5.782	1.386
ASHGA5P056431	8.339	0.924
ASHGA5P056432	6.758	0.639
ASHGA5P056433	4.723	1.072
ASHGA5P056434	8.671	2.089
ASHGA5P056435	7.154	-2.719
ASHGA5P056436	8.83	1.216
ASHGA5P056443	7.254	0.899
ASHGA5P056444	5.888	0.95
ASHGA5P056447	3.084	1.392
ASHGA5P056448	5.894	2.342
ASHGA5P056449	5.524	1
ASHGA5P056452	6.082	0.493
ASHGA5P056453	2.774	0.798
ASHGA5P056454	10.109	0.988
ASHGA5P056455	5.633	1.099
ASHGA5P056458	5.93	0.568
ASHGA5P056460	9.408	1.149
ASHGA5P056463	9.888	-0.327
ASHGA5P056464	8.573	3.041
ASHGA5P056466	6.193	1.12
ASHGA5P056473	4.693	-1.903
ASHGA5P056475	7.935	1.055
ASHGA5P056479	3.603	2.456
ASHGA5P056480	6.186	-0.305
ASHGA5P056481	2.871	0.993
ASHGA5P056482	5.746	0.771
ASHGA5P056484	2.853	-0.606
ASHGA5P056485	5.459	0.647
ASHGA5P056487	7.195	0.408
ASHGA5P056489	9.329	0.782
ASHGA5P056491	6.9	1.137
ASHGA5P056492	5.081	-3.912
ASHGA5P056493	4.134	0.858
ASHGA5P056495	9.218	2.237
ASHGA5P056497	6.233	0.835
ASHGA5P056500	2.762	0.698
ASHGA5P056502	5.285	0.979
ASHGA5P056503	6.284	1.165
ASHGA5P056504	6.384	0.593
ASHGA5P056505	10.268	0.971
ASHGA5P056506	9.898	1.491
ASHGA5P056508	10.72	-0.456
ASHGA5P056510	5.073	1.807
ASHGA5P056512	9.177	0.982
ASHGA5P056514	5.805	2.1
ASHGA5P056518	3.033	-0.959
ASHGA5P056519	8.016	0.739
ASHGA5P056520	7.097	0.399
ASHGA5P056521	7.675	1.554
ASHGA5P056522	8.756	1.487
ASHGA5P056523	11.17	1.639
ASHGA5P056525	5.089	1.805
ASHGA5P056526	5.425	0.533
ASHGA5P056528	9.388	0.99
ASHGA5P056529	5.179	0.748
ASHGA5P056533	5.774	-1.137
ASHGA5P056535	7.688	0.622
ASHGA5P056536	9.302	2.079
ASHGA5P056537	6.767	1.1
ASHGA5P056538	8.234	1.434
ASHGA5P056539	6.499	-0.7
ASHGA5P056540	6.709	1.12
ASHGA5P056541	4.178	0.774
ASHGA5P056542	5.665	1.064
ASHGA5P056546	7.695	-0.687
ASHGA5P056547	8.81	2.505
ASHGA5P056548	5.822	2.789
ASHGA5P056551	3.323	1.896
ASHGA5P056552	6.351	0.415
ASHGA5P056553	9.049	1.015
ASHGA5P056555	7.587	1.046
ASHGA5P056558	3.175	-1.232
ASHGA5P056561	3.457	-1.803
ASHGA5P056564	4.757	0.904
ASHGA5P056568	2.943	0.98
ASHGA5P056569	2.853	0.874
ASHGA5P056570	2.654	0.559
ASHGA5P056572	5.408	1.294
ASHGA5P056573	4.91	0.874
ASHGA5P056574	7.812	1.707
ASHGA5P056575	5.077	1.29
ASHGA5P056576	9.232	2.505
ASHGA5P056577	8.215	-0.57
ASHGA5P056578	3.304	-1.503
ASHGA5P056580	5.082	2.086
ASHGA5P056581	5.131	0.538
ASHGA5P056582	8.693	1.068
ASHGA5P056583	4.8	2.186
ASHGA5P056585	4.393	1.11
ASHGA5P056586	6.162	0.791
ASHGA5P056589	8.22	0.961
ASHGA5P056593	2.636	0.523
ASHGA5P056595	7.74	1.073
ASHGA5P056596	7.921	0.838
ASHGA5P056597	5.923	1.606
ASHGA5P056601	10.642	-0.417
ASHGA5P056602	3.389	-1.678
ASHGA5P056603	2.804	0.86
ASHGA5P056604	5.89	0.906
ASHGA5P056608	3.351	1.952
ASHGA5P056610	2.924	-0.748
ASHGA5P056613	6.426	-0.644
ASHGA5P056616	4.31	1
ASHGA5P056618	5.859	1.287
ASHGA5P056619	6.976	0.916
ASHGA5P056620	3.208	1.104
ASHGA5P056621	2.783	0.816
ASHGA5P056622	7.662	1.335
ASHGA5P056623	3.354	1.959
ASHGA5P056625	3.342	1.935
ASHGA5P056627	4.134	1.954
ASHGA5P056629	6.337	1.997
ASHGA5P056630	5.014	1.231
ASHGA5P056632	3.812	1.728
ASHGA5P056633	4.337	0.841
ASHGA5P056635	5.534	0.827
ASHGA5P056636	3.83	1.578
ASHGA5P056637	8.548	0.772
ASHGA5P056638	5.887	1.664
ASHGA5P056639	6.604	2.886
ASHGA5P056642	7.082	1.317
ASHGA5P056643	3.789	-2.475
ASHGA5P056644	9.975	2.044
ASHGA5P056645	10.099	2.173
ASHGA5P056648	9.32	2.454
ASHGA5P056650	5.379	1.02
ASHGA5P056651	9.648	0.602
ASHGA5P056652	7.462	0.724
ASHGA5P056653	9.382	1.407
ASHGA5P056657	8.424	1.428
ASHGA5P056658	3.192	1.357
ASHGA5P056664	4.497	2.953
ASHGA5P056667	5.552	4.106
ASHGA5P056669	6.862	1.08
ASHGA5P056670	7.315	2.506
ASHGA5P056671	6.554	-2.388
ASHGA5P056673	6.85	2.304
ASHGA5P056674	2.772	0.795
ASHGA5P056676	3.558	2.198
ASHGA5P056678	6.816	0.593
ASHGA5P056680	17.078	0.396
ASHGA5P056681	15.955	1.146
ASHGA5P056683	4.347	1.128
ASHGA5P056684	5.282	0.626
ASHGA5P056686	6.583	1.765
ASHGA5P056688	6.969	1.093
ASHGA5P056693	8.315	2.005
ASHGA5P056694	3.003	1.258
ASHGA5P056695	9.173	2.3
ASHGA5P056697	9.312	2.475
ASHGA5P056699	9.005	1.027
ASHGA5P056700	2.713	0.677
ASHGA5P056702	7.184	-2.155
ASHGA5P056703	2.619	0.489
ASHGA5P056704	9.605	1.006
ASHGA5P056707	9.426	1.554
ASHGA5P056710	2.992	1.054
ASHGA5P056712	3.904	1.714
ASHGA5P056713	5.667	2.004
ASHGA5P056714	14.748	-0.386
ASHGA5P056715	4.993	1.496
ASHGA5P056720	3.946	1.613
ASHGA5P056721	3.667	-1.9
ASHGA5P056722	3.145	1.542
ASHGA5P056723	4.015	-1.799
ASHGA5P056727	9.277	0.589
ASHGA5P056728	3.011	1.272
ASHGA5P056730	3.314	1.878
ASHGA5P056731	2.57	0.347
ASHGA5P056732	3.108	0.875
ASHGA5P056733	3.477	-0.916
ASHGA5P056734	4.273	0.67
ASHGA5P056735	2.848	0.947
ASHGA5P056739	6.638	5.1
ASHGA5P056740	2.875	1.001
ASHGA5P056744	3.057	1.364
ASHGA5P056745	3.548	-1.984
ASHGA5P056746	10.191	0.993
ASHGA5P056750	7.699	1.214
ASHGA5P056751	3.49	-1.68
ASHGA5P056754	7.296	2.127
ASHGA5P056761	9.363	1.455
ASHGA5P056762	5.012	0.619
ASHGA5P056763	4.297	3.689
ASHGA5P056764	4.077	3.21
ASHGA5P056766	6.808	0.79
ASHGA5P056767	4.99	0.49
ASHGA5P056769	4.345	2.512
ASHGA5P056771	9.626	0.304
ASHGA5P056772	3.224	1.698
ASHGA5P056774	2.95	1.151
ASHGA5P056775	5.408	0.563
ASHGA5P056776	7.477	0.376
ASHGA5P056777	2.954	1.158
ASHGA5P056782	4.554	4.109
ASHGA5P056783	4.578	3.017
ASHGA5P056784	7.058	0.981
ASHGA5P056786	2.718	0.686
ASHGA5P056787	10.68	2.236
ASHGA5P056788	7.511	1.199
ASHGA5P056790	5.831	0.774
ASHGA5P056792	6.11	1.187
ASHGA5P056793	3.919	-1.573
ASHGA5P056794	3.938	2.867
ASHGA5P056795	7.916	0.883
ASHGA5P056796	7.08	1.357
ASHGA5P056798	13.071	1.048
ASHGA5P056799	13.17	1.206
ASHGA5P056800	7.046	1.083
ASHGA5P056801	4.362	0.801
ASHGA5P056803	4.198	2.587
ASHGA5P056805	4.554	-0.881
ASHGA5P056806	6.831	0.481
ASHGA5P056808	9.486	-0.688
ASHGA5P056809	3.298	-1.472
ASHGA5P056810	2.773	0.554
ASHGA5P056811	2.981	1.213
ASHGA5P056813	4.268	-2.48
ASHGA5P056815	3.427	0.716
ASHGA5P056817	6.018	2.24
ASHGA5P056818	4.136	-2.216
ASHGA5P056819	3.152	-1.202
ASHGA5P056821	3.697	1.398
ASHGA5P056822	4.276	0.987
ASHGA5P056823	7.496	0.758
ASHGA5P056824	5.665	0.815
ASHGA5P056827	5.576	0.945
ASHGA5P056828	3.289	1.544
ASHGA5P056832	7.499	1.053
ASHGA5P056835	6.895	-0.626
ASHGA5P056837	2.901	1.053
ASHGA5P056838	3.884	1.606
ASHGA5P056839	3.352	1.412
ASHGA5P056844	5.358	0.886
ASHGA5P056851	2.669	0.589
ASHGA5P056854	5.526	0.78
ASHGA5P056857	7.177	0.701
ASHGA5P056858	3.169	1.589
ASHGA5P056859	4.412	1.577
ASHGA5P056863	4.206	0.978
ASHGA5P056864	5.653	5.945
ASHGA5P056865	4.033	1.632
ASHGA5P056867	3.616	2.144
ASHGA5P056874	5.171	1.121
ASHGA5P056876	3.708	-0.829
ASHGA5P056879	7.176	2.789
ASHGA5P056880	2.684	0.543
ASHGA5P056884	8.355	3.194
ASHGA5P056885	2.893	1.02
ASHGA5P056886	9.053	1.021
ASHGA5P056890	9.288	-0.353
ASHGA5P056891	3.137	1.526
ASHGA5P056892	3.846	-1.04
ASHGA5P056895	6.471	0.785
ASHGA5P056897	2.912	0.957
ASHGA5P056899	7.419	5.205
ASHGA5P056901	4.188	-3.204
ASHGA5P056903	4.733	1.901
ASHGA5P056906	3.152	-1.197
ASHGA5P056908	2.779	0.641
ASHGA5P056912	4.912	1.836
ASHGA5P056918	5.703	-0.38
ASHGA5P056920	3.57	-1.177
ASHGA5P056921	14.128	-0.455
ASHGA5P056923	10.56	0.808
ASHGA5P056925	8.253	0.735
ASHGA5P056926	3.943	-1.745
