ID	log2(fold change)	-log10(Pvalue)
ASHGA5P001217	0.606	2.973
ASHGA5P001218	-1.937	5.29
ASHGA5P001219	0.625	2.301
ASHGA5P001220	7.27	7.393
ASHGA5P001221	-1.573	4.447
ASHGA5P001222	1.349	4.737
ASHGA5P001223	1.346	3.843
ASHGA5P001225	0.961	3.764
ASHGA5P001226	0.988	2.839
ASHGA5P001227	-1.336	3.877
ASHGA5P001229	1.905	4.44
ASHGA5P001230	-0.66	2.72
ASHGA5P001231	0.822	2.361
ASHGA5P001232	0.511	2.41
ASHGA5P001235	1.852	5.695
ASHGA5P001236	1.262	4.229
ASHGA5P001237	1.041	3.825
ASHGA5P001239	-2.615	4.665
ASHGA5P001240	0.928	4.229
ASHGA5P001242	-0.296	1.644
ASHGA5P001243	-2.591	6.401
ASHGA5P001244	-1.407	5.142
ASHGA5P001246	0.364	1.625
ASHGA5P001247	-1.404	4.019
ASHGA5P001249	-2.978	6.115
ASHGA5P001253	-2.314	4.911
ASHGA5P001254	1.469	5.057
ASHGA5P001255	-0.436	2.117
ASHGA5P001256	-0.667	3.131
ASHGA5P001257	0.901	3.189
ASHGA5P001258	1.84	3.671
ASHGA5P001259	0.94	2.76
ASHGA5P001260	-1.85	3.97
ASHGA5P001261	1.488	5.058
ASHGA5P001263	-0.613	2.533
ASHGA5P001264	-0.462	2.632
ASHGA5P001265	-4.697	5.902
ASHGA5P001266	-1.113	4.314
ASHGA5P001267	-1.528	4.331
ASHGA5P001268	-1.986	6.145
ASHGA5P001269	-2.027	3.538
ASHGA5P001270	-1.215	4.538
ASHGA5P001271	-0.283	1.53
ASHGA5P001272	-1.618	4.551
ASHGA5P001273	-0.997	2.654
ASHGA5P001274	0.483	2.665
ASHGA5P001275	4.902	7.2
ASHGA5P001278	-2.71	5.913
ASHGA5P001279	-3.25	3.904
ASHGA5P001281	0.399	1.615
ASHGA5P001282	1.032	2.326
ASHGA5P001284	1.862	4.895
ASHGA5P001286	0.814	3.103
ASHGA5P001288	1.262	4.74
ASHGA5P001289	1.182	4.633
ASHGA5P001291	0.786	2.213
ASHGA5P001292	-2.64	3.747
ASHGA5P001293	-1.672	5.234
ASHGA5P001295	1.144	2.261
ASHGA5P001298	-2.58	5.543
ASHGA5P001299	-4.846	6.436
ASHGA5P001300	2.738	5.505
ASHGA5P001302	1.329	4.779
ASHGA5P001303	-0.676	1.602
ASHGA5P001304	-4.454	7.824
ASHGA5P001305	-2.94	7.117
ASHGA5P001306	0.869	3.142
ASHGA5P001307	-3.043	6.98
ASHGA5P001308	-0.75	3.176
ASHGA5P001309	-1.014	4.028
ASHGA5P001310	-1.184	4.048
ASHGA5P001311	1.114	4.363
ASHGA5P001313	-3.551	4.914
ASHGA5P001315	0.987	3.747
ASHGA5P001316	-4.909	4.059
ASHGA5P001317	-2.74	5.999
ASHGA5P001318	-1.273	3.813
ASHGA5P001319	0.897	4.104
ASHGA5P001322	-0.862	3.832
ASHGA5P001324	-2.867	4.736
ASHGA5P001326	1.827	5.79
ASHGA5P001327	-0.609	2.096
ASHGA5P001328	-1.168	4.3
ASHGA5P001329	-3.165	2.674
ASHGA5P001330	0.344	2.04
ASHGA5P001333	0.684	2.138
ASHGA5P001336	-3.167	4.565
ASHGA5P001338	-1.469	3.975
ASHGA5P001339	0.884	3.09
ASHGA5P001341	-0.51	2.444
ASHGA5P001346	-2.301	4.959
ASHGA5P001347	-4.151	5.446
ASHGA5P001348	1.44	3.697
ASHGA5P001349	0.58	2.538
ASHGA5P001350	-2.04	4.07
ASHGA5P001351	0.811	3.993
ASHGA5P001353	1.126	2.52
ASHGA5P001354	-0.906	4.235
ASHGA5P001355	-0.76	2.394
ASHGA5P001357	1.411	3.584
ASHGA5P001358	-3.117	7.033
ASHGA5P001359	-2.217	6.444
ASHGA5P001360	-1.705	5.232
ASHGA5P001362	-2.711	6.235
ASHGA5P001363	-2.676	6.302
ASHGA5P001364	1.25	4.59
ASHGA5P001365	-4.194	6.38
ASHGA5P001366	1.853	5.326
ASHGA5P001367	-1.377	4.939
ASHGA5P001368	1.212	2.878
ASHGA5P001369	-1.347	5.004
ASHGA5P001370	-0.846	3.929
ASHGA5P001371	-2.433	4.776
ASHGA5P001373	1.026	2.433
ASHGA5P001374	-0.643	2.109
ASHGA5P001375	-3.104	4.511
ASHGA5P001376	-1.564	4.465
ASHGA5P001377	-2.644	6.03
ASHGA5P001379	1.204	4.006
ASHGA5P001380	-2.617	3.82
ASHGA5P001381	2.049	5.648
ASHGA5P001382	0.786	2.936
ASHGA5P001386	0.925	2.365
ASHGA5P001387	0.575	1.547
ASHGA5P001388	1.6	4.921
ASHGA5P001389	-0.867	2.01
ASHGA5P001390	-2.402	4.349
ASHGA5P001391	0.401	2.316
ASHGA5P001392	-0.785	3.793
ASHGA5P001393	0.414	1.838
ASHGA5P001395	-2.464	3.569
ASHGA5P001397	-3.344	6.729
ASHGA5P001398	-0.631	3.182
ASHGA5P001399	-1.058	2.296
ASHGA5P001400	-3.765	4.693
ASHGA5P001401	1.446	4.928
ASHGA5P001402	0.546	1.554
ASHGA5P001403	-0.747	1.688
ASHGA5P001406	1.337	4.72
ASHGA5P001407	-1.32	3.489
ASHGA5P001408	1.197	4.314
ASHGA5P001410	-1.982	5.564
ASHGA5P001411	-5.561	4.925
ASHGA5P001413	0.904	2.899
ASHGA5P001414	-2.219	3.121
ASHGA5P001415	-3.608	5.625
ASHGA5P001417	-2.859	6.829
ASHGA5P001418	-3.298	3.841
ASHGA5P001419	-3.435	6.127
ASHGA5P001420	-1.295	2.996
ASHGA5P001422	-1.034	4.276
ASHGA5P001423	-1.065	4.611
ASHGA5P001424	-1.56	5.279
ASHGA5P001425	0.75	3.005
ASHGA5P001426	-1.776	5.874
ASHGA5P001427	0.916	3.157
ASHGA5P001429	1.943	2.611
ASHGA5P001430	0.776	1.796
ASHGA5P001431	-0.567	2.941
ASHGA5P001433	0.923	2.19
ASHGA5P001436	-2.083	4.209
ASHGA5P001438	-2.854	3.117
ASHGA5P001439	-2.236	5.22
ASHGA5P001440	-2.039	5.091
ASHGA5P001442	-1.514	3.403
ASHGA5P001445	0.723	2.564
ASHGA5P001446	0.626	2.456
ASHGA5P001447	-2.428	3.142
ASHGA5P001448	-1.164	4.377
ASHGA5P001449	-3.118	2.966
ASHGA5P001451	0.628	2.896
ASHGA5P001452	-0.601	2.162
ASHGA5P001453	0.549	2.628
ASHGA5P001454	-3.724	3.515
ASHGA5P001456	-0.461	2.444
ASHGA5P001457	-1.598	4.004
ASHGA5P001458	-4.825	7.371
ASHGA5P001459	-2.882	5.05
ASHGA5P001460	0.479	1.733
ASHGA5P001461	1.372	5.036
ASHGA5P001462	-1.33	4.981
ASHGA5P001463	-1.049	3.865
ASHGA5P001464	-0.791	2.302
ASHGA5P001466	-3.017	6.712
ASHGA5P001467	1.091	3.365
ASHGA5P001469	-1.467	1.594
ASHGA5P001470	-5.383	8.047
ASHGA5P001471	0.542	2.86
ASHGA5P001472	-1.065	3.904
ASHGA5P001473	1.149	4.518
ASHGA5P001474	-6.104	4.273
ASHGA5P001475	-1.953	4.992
ASHGA5P001476	-3.261	7.248
ASHGA5P001477	2.194	5.823
ASHGA5P001478	-1.891	5.66
ASHGA5P001479	-1.281	2.68
ASHGA5P001480	-1.439	5.275
ASHGA5P001481	-1.976	3.348
ASHGA5P001484	-1.284	2.615
ASHGA5P001485	-1.861	1.642
ASHGA5P001486	-0.727	2.671
ASHGA5P001487	0.632	3.26
ASHGA5P001488	-3.293	5.032
ASHGA5P001489	-0.569	2.158
ASHGA5P001490	-2.368	5.31
ASHGA5P001491	1.824	4.028
ASHGA5P001493	1.693	4.656
ASHGA5P001494	-2.805	7.043
ASHGA5P001495	1.055	2.667
ASHGA5P001496	0.895	1.877
ASHGA5P001497	1.239	4.579
ASHGA5P001499	7.021	7.3
ASHGA5P001500	-1.215	4.147
ASHGA5P001501	1.036	2.199
ASHGA5P001502	-0.397	2.304
ASHGA5P001503	-2.183	5.508
ASHGA5P001505	-4.101	5.877
ASHGA5P001506	-2.742	4.781
ASHGA5P001508	-1.441	4.856
ASHGA5P001509	-2.705	6.886
ASHGA5P001510	-2.834	6.321
ASHGA5P001511	-2.136	4.854
ASHGA5P001512	1.05	2.977
ASHGA5P001513	-2.197	5.213
ASHGA5P001514	-1.229	4.674
ASHGA5P001516	-2.199	5.664
ASHGA5P001517	-3.484	2.469
ASHGA5P001518	1.265	2.079
ASHGA5P001520	-1.889	1.746
ASHGA5P001521	1.122	3.415
ASHGA5P001522	0.406	1.901
ASHGA5P001523	0.948	3.049
ASHGA5P001524	-3.557	7.393
ASHGA5P001525	-0.758	2.551
ASHGA5P001526	1.932	3.779
ASHGA5P001529	1.872	3.902
ASHGA5P001530	-2.192	4.523
ASHGA5P001531	1.469	5.235
ASHGA5P001533	-3.652	2.982
ASHGA5P001534	-1.941	5.004
ASHGA5P001535	-1.55	5.074
ASHGA5P001536	2.042	5.846
ASHGA5P001537	1.452	4.947
ASHGA5P001538	-2.476	5.746
ASHGA5P001540	3.228	7.231
ASHGA5P001542	-1.497	4.131
ASHGA5P001543	-1.33	4.068
ASHGA5P001544	-0.71	3.296
ASHGA5P001545	-2.258	2.77
ASHGA5P001546	-4.157	5.966
ASHGA5P001547	-1.219	3.353
ASHGA5P001548	-3.153	5.267
ASHGA5P001549	-1.289	4.549
ASHGA5P001550	1.065	2.805
ASHGA5P001552	-4.393	6.714
ASHGA5P001553	-0.801	2.73
ASHGA5P001555	1.081	2.03
ASHGA5P001559	0.823	3.646
ASHGA5P001560	1.492	3.884
ASHGA5P001561	0.45	1.519
ASHGA5P001563	0.467	2.276
ASHGA5P001565	1.646	5.594
ASHGA5P001566	-2.315	5.373
ASHGA5P001570	-1.551	5.257
ASHGA5P001571	-0.886	3.55
ASHGA5P001572	-1.14	4.779
ASHGA5P001573	-2.647	4.941
ASHGA5P001575	-5.18	6.003
ASHGA5P001576	1.634	4.622
ASHGA5P001577	-0.805	3.162
ASHGA5P001578	-2.127	3.885
ASHGA5P001579	3.743	6.374
ASHGA5P001580	-2.72	5.866
ASHGA5P001581	-4.955	6.698
ASHGA5P001582	-3.956	7.643
ASHGA5P001583	0.388	1.693
ASHGA5P001584	-3.775	7.286
ASHGA5P001585	1.576	4.753
ASHGA5P001586	-1.617	5.435
ASHGA5P001587	-1.409	5.248
ASHGA5P001588	-3.201	5.66
ASHGA5P001589	1.716	5.548
ASHGA5P001590	-0.654	1.862
ASHGA5P001591	1.316	2.036
ASHGA5P001592	0.781	3.588
ASHGA5P001593	-2.769	5.752
ASHGA5P001595	-2.911	6.734
ASHGA5P001596	-1.554	5.551
ASHGA5P001597	-2.296	5.746
ASHGA5P001598	2.075	3.448
ASHGA5P001600	0.81	2.806
ASHGA5P001601	-0.716	2.785
ASHGA5P001602	-0.509	2.084
ASHGA5P001603	-0.682	2.795
ASHGA5P001604	-2.603	5.759
ASHGA5P001605	-1.263	3.364
ASHGA5P001608	-3.943	5.317
ASHGA5P001610	-0.877	3.492
ASHGA5P001611	-0.874	3.277
ASHGA5P001613	0.68	3.47
ASHGA5P001614	-3.237	3.937
ASHGA5P001615	-1.473	1.64
ASHGA5P001616	-2.607	5.907
ASHGA5P001617	-5.626	6.517
ASHGA5P001620	0.945	2.153
ASHGA5P001621	1.871	5.893
ASHGA5P001622	-2.168	5.823
ASHGA5P001623	2.659	6.081
ASHGA5P001624	-6.061	6.914
ASHGA5P001625	1.946	4.984
ASHGA5P001626	1.661	5.333
ASHGA5P001629	-2.893	4.68
ASHGA5P001630	-0.958	3.906
ASHGA5P001631	-1.244	1.964
ASHGA5P001636	1.492	2.401
ASHGA5P001637	-4.185	5.489
ASHGA5P001638	0.431	2.43
ASHGA5P001639	-1.369	4.709
ASHGA5P001640	-0.54	2.415
ASHGA5P001641	-1.063	2.588
ASHGA5P001642	-2.445	2.22
ASHGA5P001643	-2.83	2.362
ASHGA5P001645	0.661	3.026
ASHGA5P001646	-0.843	3.832
ASHGA5P001647	-1.206	4.491
ASHGA5P001648	1.841	4.378
ASHGA5P001649	-2.775	5.782
ASHGA5P001654	-3.84	7.645
ASHGA5P001656	-1.141	3.353
ASHGA5P001660	-1.675	2.179
ASHGA5P001661	-3.494	7.039
ASHGA5P001662	1.221	2.755
ASHGA5P001663	-1.555	2.637
ASHGA5P001664	1.613	2.344
ASHGA5P001665	-2.498	5.292
ASHGA5P001666	1.945	4.537
ASHGA5P001667	1.03	3.355
ASHGA5P001668	-0.945	3.655
ASHGA5P001669	-0.734	2.024
ASHGA5P001670	2.204	5.701
ASHGA5P001672	-0.767	3.185
ASHGA5P001673	-4.027	6.486
ASHGA5P001674	-2.582	3.121
ASHGA5P001675	-1.279	2.891
ASHGA5P001677	-0.659	2.848
ASHGA5P001678	-4.243	3.004
ASHGA5P001679	1.271	2.389
ASHGA5P001680	1.143	4.454
ASHGA5P001682	-2.121	5.055
ASHGA5P001683	0.766	3.184
ASHGA5P001684	0.95	2.559
ASHGA5P001686	-1.553	5.274
ASHGA5P001687	1.862	3.786
ASHGA5P001688	-1.495	4.781
ASHGA5P001689	-1.56	3.007
ASHGA5P001693	-0.672	2.841
ASHGA5P001696	0.774	3.876
ASHGA5P001698	0.797	2.985
ASHGA5P001699	-1.346	4.566
ASHGA5P001700	-3.542	6.524
ASHGA5P001701	-3.269	2.459
ASHGA5P001702	-2.261	5.676
ASHGA5P001704	1.456	1.707
ASHGA5P001705	0.748	3.187
ASHGA5P001707	-5.672	7.151
ASHGA5P001709	-0.812	2.613
ASHGA5P001710	1.802	5.235
ASHGA5P001711	-1.127	3.736
ASHGA5P001712	0.972	3.846
ASHGA5P001714	2.459	5.792
ASHGA5P001715	0.444	1.955
ASHGA5P001716	-3.296	7.414
ASHGA5P001717	-1.656	4.879
ASHGA5P001718	-1.501	5.165
ASHGA5P001719	-1.736	5.657
ASHGA5P001721	-1.121	1.884
ASHGA5P001722	-1.368	4.146
ASHGA5P001723	-1.612	5.568
ASHGA5P001725	1.417	3.576
ASHGA5P001726	3.078	5.141
ASHGA5P001727	4.143	6.882
ASHGA5P001729	1.483	3.362
ASHGA5P001731	-3.946	7.197
ASHGA5P001733	-0.963	2.862
ASHGA5P001734	-4.451	7.077
ASHGA5P001735	-3.949	7.689
ASHGA5P001736	-0.545	1.888
ASHGA5P001740	-0.31	1.602
ASHGA5P001741	-3.204	6.975
ASHGA5P001743	2.575	4.439
ASHGA5P001744	-2.328	5.646
ASHGA5P001747	-1.563	4.444
ASHGA5P001748	1.107	3.996
ASHGA5P001749	1.111	3.768
ASHGA5P001751	0.962	4.006
ASHGA5P001752	-2.638	6.514
ASHGA5P001753	-5.761	6.717
ASHGA5P001755	-1.008	1.727
ASHGA5P001756	-1.162	3.614
ASHGA5P001757	-0.46	2.588
ASHGA5P001758	0.59	2.961
ASHGA5P001761	-3.008	5.081
ASHGA5P001763	-1.553	4.908
ASHGA5P001764	0.781	3.342
ASHGA5P001765	3.259	4.254
ASHGA5P001766	-1.411	2.079
ASHGA5P001768	-0.881	3.773
ASHGA5P001769	-0.849	2.148
ASHGA5P001770	-4.684	8.312
ASHGA5P001771	-3.044	2.611
ASHGA5P001772	0.507	2.717
ASHGA5P001775	5.827	8.865
ASHGA5P001776	1.172	4.707
ASHGA5P001777	-0.328	1.58
ASHGA5P001778	-2.464	6.408
ASHGA5P001780	1.342	4.633
ASHGA5P001781	-1.969	3.937
ASHGA5P001782	1.121	3.228
ASHGA5P001783	-2.482	2.443
ASHGA5P001785	-2.65	5.549
ASHGA5P001786	0.609	2.421
ASHGA5P001787	0.282	1.572
ASHGA5P001788	0.895	4.043
ASHGA5P001790	-1.287	4.667
ASHGA5P001793	-0.486	2.211
ASHGA5P001794	-2.614	5.882
ASHGA5P001795	-2.399	2.429
ASHGA5P001798	-1.181	3.54
ASHGA5P001801	-2.856	5.601
ASHGA5P001803	0.868	3.682
ASHGA5P001804	1.696	3.823
ASHGA5P001806	-2.893	5.288
ASHGA5P001807	-2.21	6.082
ASHGA5P001808	1.139	3.642
ASHGA5P001809	0.43	1.754
ASHGA5P001810	-1.569	5.534
ASHGA5P001811	1.107	3.94
ASHGA5P001812	-0.484	2.547
ASHGA5P001813	0.681	2.367
ASHGA5P001814	0.922	3.614
ASHGA5P001815	1.119	1.626
ASHGA5P001817	-2.696	4.1
ASHGA5P001818	-1.067	4.393
ASHGA5P001819	1.781	4.442
ASHGA5P001820	-1.659	5.291
ASHGA5P001823	1.941	4.863
ASHGA5P001824	1.143	3.174
ASHGA5P001826	1.038	2.216
ASHGA5P001827	-1.077	3.961
ASHGA5P001828	-1.732	5.276
ASHGA5P001830	-3.257	7.25
ASHGA5P001832	-1.299	4.224
ASHGA5P001833	1.04	3.576
ASHGA5P001834	-3.786	7.408
ASHGA5P001835	1.104	4.432
ASHGA5P001836	-2.572	6.249
ASHGA5P001837	-1.182	4.671
ASHGA5P001838	-4.707	7.155
ASHGA5P001839	3.634	7.538
ASHGA5P001840	2.657	6.543
ASHGA5P001842	0.781	3.33
ASHGA5P001845	1.396	2.887
ASHGA5P001846	0.44	2.392
ASHGA5P001849	-2.365	5.77
ASHGA5P001850	1.175	2.32
ASHGA5P001854	-1.916	3.03
ASHGA5P001856	-1.683	2.839
ASHGA5P001857	0.672	1.653
ASHGA5P001858	-0.507	1.723
ASHGA5P001859	-0.329	1.879
ASHGA5P001860	-0.462	1.58
ASHGA5P001861	-5.196	8.246
ASHGA5P001863	0.494	2.71
ASHGA5P001864	3.055	5.237
ASHGA5P001867	0.303	1.507
ASHGA5P001869	1.376	4.318
ASHGA5P001870	1.553	5.431
ASHGA5P001871	-2.805	6.753
ASHGA5P001872	-3.612	7.43
ASHGA5P001873	-3.07	6.836
ASHGA5P001874	-1.907	5.055
ASHGA5P001875	0.927	4.137
ASHGA5P001877	-0.841	3.665
ASHGA5P001879	0.587	2.659
ASHGA5P001882	1.361	3.615
ASHGA5P001884	1.514	5.005
ASHGA5P001885	0.419	2.127
ASHGA5P001886	1.546	3.949
ASHGA5P001888	1.906	3.442
ASHGA5P001890	-3.705	4.139
ASHGA5P001891	0.885	3.64
ASHGA5P001892	0.624	1.87
ASHGA5P001893	-2.473	5.574
ASHGA5P001894	0.529	2.346
ASHGA5P001895	-6.735	8.551
ASHGA5P001896	-3.043	2.568
ASHGA5P001897	-1.148	4.733
ASHGA5P001899	1.335	3.555
ASHGA5P001900	2.156	5.354
ASHGA5P001901	-2.806	4.6
ASHGA5P001902	-1.225	2.671
ASHGA5P001904	-0.711	1.936
ASHGA5P001906	2.206	5.575
ASHGA5P001907	-3.937	4.34
ASHGA5P001908	-2.038	5.366
ASHGA5P001909	-0.329	1.93
ASHGA5P001911	-3.542	6.794
ASHGA5P001913	0.942	2.135
ASHGA5P001915	-2.584	4.986
ASHGA5P001917	-0.96	4.242
ASHGA5P001918	3.326	7.391
ASHGA5P001920	0.498	2.824
ASHGA5P001922	0.697	3.547
ASHGA5P001923	0.905	1.916
ASHGA5P001924	-3.618	5.187
ASHGA5P001925	-1.91	4.014
ASHGA5P001926	-3.646	6.058
ASHGA5P001927	0.678	2.844
ASHGA5P001928	1.068	2.615
ASHGA5P001930	-2.585	5.17
ASHGA5P001933	-1.696	5.32
ASHGA5P001935	-2.312	6.157
ASHGA5P001936	-2.093	3.263
ASHGA5P001937	1.992	5.134
ASHGA5P001939	-2.231	5.406
ASHGA5P001940	-1.601	3.517
ASHGA5P001941	-2.241	4.127
ASHGA5P001942	-3.17	7.146
ASHGA5P001945	-0.891	2.414
ASHGA5P001946	-1.04	2.927
ASHGA5P001947	2.866	6.763
ASHGA5P001948	-0.519	2.455
ASHGA5P001950	1.3	4.557
ASHGA5P001952	1.567	4.029
ASHGA5P001953	-1.496	3.082
ASHGA5P001954	-2.076	5.615
ASHGA5P001955	-1.383	4.568
ASHGA5P001956	-5.114	7.897
ASHGA5P001957	-3.13	5.144
ASHGA5P001958	-3.797	6.624
ASHGA5P001960	-5.046	8.262
ASHGA5P001961	-2.541	4.105
ASHGA5P001964	-3.406	6.758
ASHGA5P001965	-1.421	4.182
ASHGA5P001966	-0.736	3.463
ASHGA5P001967	-5.678	6.772
ASHGA5P001969	-4.483	7.703
ASHGA5P001970	1.222	4.336
ASHGA5P001972	1.039	4.094
ASHGA5P001973	5.195	7.776
ASHGA5P001974	-2.984	7.078
ASHGA5P001975	0.917	3.193
ASHGA5P001976	-2.293	2.445
ASHGA5P001977	-1.605	3.657
ASHGA5P001978	1.122	4.169
ASHGA5P001980	0.729	1.533
ASHGA5P001981	1.338	4.011
ASHGA5P001983	2.087	5.821
ASHGA5P001984	-1.605	3.602
ASHGA5P001985	-1.564	4.337
ASHGA5P001986	1.527	5.486
ASHGA5P001988	-1.671	4.78
ASHGA5P001989	-1.221	4.545
ASHGA5P001990	0.8	2.266
ASHGA5P001991	-4.674	5.057
ASHGA5P001993	2.641	4.939
ASHGA5P001994	1.158	4.287
ASHGA5P001995	-4.96	8.305
ASHGA5P001997	-4.592	3.989
ASHGA5P001998	1.182	4.686
ASHGA5P002000	-1.528	3.844
ASHGA5P002001	-1.707	4.193
ASHGA5P002002	0.92	3.313
ASHGA5P002003	0.9	3.972
ASHGA5P002004	1.348	4.668
ASHGA5P002006	-1.419	5.055
ASHGA5P002007	1.624	4.834
ASHGA5P002008	1.084	3.674
ASHGA5P002009	1.624	3.616
ASHGA5P002010	-6.069	6.728
ASHGA5P002012	-2.773	3.509
ASHGA5P002013	0.811	2.245
ASHGA5P002016	0.438	1.964
ASHGA5P002017	-3.404	7.074
ASHGA5P002018	-0.57	1.954
ASHGA5P002020	0.737	2.531
ASHGA5P002023	-2.157	6.093
ASHGA5P002024	0.71	2.387
ASHGA5P002025	-1.855	5.722
ASHGA5P002026	-1.721	5.77
ASHGA5P002030	-3.369	4.65
ASHGA5P002031	1.178	1.532
ASHGA5P002032	-3.171	6.853
ASHGA5P002034	0.448	1.812
ASHGA5P002036	-1.134	4.477
ASHGA5P002037	3.409	6.197
ASHGA5P002039	-0.59	2.732
ASHGA5P002040	0.588	2.571
ASHGA5P002042	-0.756	1.53
ASHGA5P002045	-0.979	3.423
ASHGA5P002046	1.509	5.503
ASHGA5P002047	-1.593	4.433
ASHGA5P002048	-0.878	3.553
ASHGA5P002049	0.458	2.466
ASHGA5P002051	-1.38	4.309
ASHGA5P002053	0.614	2.473
ASHGA5P002054	-6.539	7.944
ASHGA5P002056	-0.734	2.542
ASHGA5P002057	0.795	3.105
ASHGA5P002058	-1.475	2.134
ASHGA5P002060	0.896	3.312
ASHGA5P002063	1.359	5.123
ASHGA5P002064	2.141	5.782
ASHGA5P002065	1.259	2.183
ASHGA5P002066	-2.534	4.354
ASHGA5P002067	0.5	2.201
ASHGA5P002068	-1.811	3.13
ASHGA5P002069	1.162	4.575
ASHGA5P002070	1.98	5.62
ASHGA5P002071	-1.638	2.159
ASHGA5P002072	-3.655	4.878
ASHGA5P002073	0.776	2.478
ASHGA5P002074	1.099	3.463
ASHGA5P002075	0.511	1.507
ASHGA5P002079	-0.788	1.964
ASHGA5P002081	-2.046	1.863
ASHGA5P002083	1.267	1.89
ASHGA5P002084	0.353	1.536
ASHGA5P002085	-3.348	2.104
ASHGA5P002086	-1.183	2.981
ASHGA5P002087	0.451	1.687
ASHGA5P002088	-1.351	4.083
ASHGA5P002089	2.046	6.152
ASHGA5P002090	-1.311	4.519
ASHGA5P002092	-0.952	2.58
ASHGA5P002093	0.927	1.698
ASHGA5P002094	0.458	1.743
ASHGA5P002095	-1.667	3.751
ASHGA5P002096	-1.653	3.514
ASHGA5P002097	-3.15	2.468
ASHGA5P002099	0.596	2.889
ASHGA5P002100	-0.801	3.433
ASHGA5P002101	2.059	6.002
ASHGA5P002102	-2.613	4.69
ASHGA5P002104	0.395	1.785
ASHGA5P002105	-1.807	4.206
ASHGA5P002106	0.895	3.864
ASHGA5P002107	-0.534	1.674
ASHGA5P002109	1.003	2.13
ASHGA5P002110	-1.64	3.111
ASHGA5P002112	-0.502	2.463
ASHGA5P002114	-0.476	1.88
ASHGA5P002115	-3.444	7.264
ASHGA5P002117	-2.742	5.427
ASHGA5P002118	0.88	1.802
ASHGA5P002119	-1.312	3.822
ASHGA5P002120	2.542	6.587
ASHGA5P002121	-3.718	6.893
ASHGA5P002122	0.911	2.432
ASHGA5P002126	0.589	1.779
ASHGA5P002127	-1.432	3.885
ASHGA5P002129	-0.713	3.202
ASHGA5P002130	0.542	2.531
ASHGA5P002131	-1.998	4.691
ASHGA5P002133	1.404	4.782
ASHGA5P002134	0.708	3.214
ASHGA5P002135	1.39	4.048
ASHGA5P002136	-3.104	3.569
ASHGA5P002137	1.046	2.194
ASHGA5P002138	0.866	2.764
ASHGA5P002141	-1.507	3.997
ASHGA5P002142	-2.087	4.053
ASHGA5P002143	-3.798	6.815
ASHGA5P002144	0.46	2.462
ASHGA5P002145	-0.581	1.59
ASHGA5P002146	-4.137	5.169
ASHGA5P002147	-0.529	2.984
ASHGA5P002148	-0.534	1.876
ASHGA5P002149	-0.795	2.08
ASHGA5P002150	1.057	2.524
ASHGA5P002151	1.024	3.866
ASHGA5P002152	1.047	3.519
ASHGA5P002154	0.875	3.883
ASHGA5P002155	-1.032	3.393
ASHGA5P002157	-0.668	1.703
ASHGA5P002158	-1.397	3.018
ASHGA5P002159	0.535	2.393
ASHGA5P002160	1.396	4.552
ASHGA5P002161	-2.565	4.768
ASHGA5P002162	-3.554	7.289
ASHGA5P002163	0.468	2.141
ASHGA5P002165	-1.305	3.056
ASHGA5P002166	-1.117	3.969
ASHGA5P002167	0.514	2.201
ASHGA5P002168	0.599	2.815
ASHGA5P002169	-2.099	4.468
ASHGA5P002170	0.66	3.146
ASHGA5P002171	0.787	1.818
ASHGA5P002173	-1.627	2.037
ASHGA5P002174	-3.278	5.579
ASHGA5P002177	-3.164	6.044
ASHGA5P002178	-1.76	5.363
ASHGA5P002180	-2.304	3.978
ASHGA5P002182	-3.386	6.004
ASHGA5P002183	-2.524	4.258
ASHGA5P002184	2.48	5.392
ASHGA5P002185	1.121	2.536
ASHGA5P002186	-0.645	1.891
ASHGA5P002187	1.219	4.76
ASHGA5P002189	-1.027	3.827
ASHGA5P002190	0.453	1.764
ASHGA5P002193	0.364	2.003
ASHGA5P002195	-2.026	5.98
ASHGA5P002196	1.957	5.999
ASHGA5P002197	-2.37	2.024
ASHGA5P002198	-4.115	5.597
ASHGA5P002199	1.911	4.69
ASHGA5P002200	-5.509	6.418
ASHGA5P002201	-3.788	5.068
ASHGA5P002202	0.542	2.416
ASHGA5P002205	0.876	1.884
ASHGA5P002208	-1.092	4.123
ASHGA5P002209	-0.493	2.484
ASHGA5P002210	-1.431	2.047
ASHGA5P002212	-1.877	3.727
ASHGA5P002214	-1.049	3.943
ASHGA5P002215	1.433	4.367
ASHGA5P002216	3.548	7.059
ASHGA5P002217	1.322	4.152
ASHGA5P002218	-2.156	5.528
ASHGA5P002219	-2.449	5.728
ASHGA5P002220	0.62	1.929
ASHGA5P002221	-1.817	4.793
ASHGA5P002222	-0.432	1.917
ASHGA5P002223	-1.983	2.135
ASHGA5P002224	0.783	2.724
ASHGA5P002225	1.315	2.018
ASHGA5P002226	-1.452	3.191
ASHGA5P002227	-2.434	6.027
ASHGA5P002229	0.584	3.082
ASHGA5P002230	1.764	5.589
ASHGA5P002231	0.573	2.576
ASHGA5P002232	-0.952	3.839
ASHGA5P002238	1.175	3.953
ASHGA5P002239	-0.341	1.711
ASHGA5P002240	-0.312	1.597
ASHGA5P002241	-1.309	4.725
ASHGA5P002242	1.892	5.603
ASHGA5P002244	-1.934	2.106
ASHGA5P002246	-3.52	5.475
ASHGA5P002247	0.72	2.488
