ID	log2(fold change)	-log10(Pvalue)
ASHGA5P011382	0.742	2.237
ASHGA5P011383	-1.863	2.488
ASHGA5P011385	0.545	2.832
ASHGA5P011386	0.691	2.854
ASHGA5P011387	-2.976	6.472
ASHGA5P011388	-0.954	1.833
ASHGA5P011389	0.987	1.725
ASHGA5P011391	-0.879	3.013
ASHGA5P011394	-1.886	5.529
ASHGA5P011396	-2.544	4.281
ASHGA5P011398	-1.215	3.754
ASHGA5P011399	-1.158	4.261
ASHGA5P011400	0.701	3.255
ASHGA5P011401	-5.942	4.71
ASHGA5P011403	0.456	1.561
ASHGA5P011404	-1.596	2.921
ASHGA5P011406	0.803	1.539
ASHGA5P011407	2.221	3.92
ASHGA5P011410	-3.388	2.362
ASHGA5P011411	-0.478	2.043
ASHGA5P011413	0.328	1.655
ASHGA5P011414	-0.494	1.758
ASHGA5P011415	1.169	4.248
ASHGA5P011416	-0.509	1.854
ASHGA5P011417	-2.436	4.763
ASHGA5P011418	-0.852	2.162
ASHGA5P011419	-0.863	2.872
ASHGA5P011420	-0.382	1.754
ASHGA5P011422	-1.223	2.227
ASHGA5P011423	-4.143	7.093
ASHGA5P011426	1.316	4.109
ASHGA5P011428	0.72	2.448
ASHGA5P011430	-2.207	3.867
ASHGA5P011432	-0.852	3.608
ASHGA5P011433	-1.903	1.718
ASHGA5P011434	6.349	8.104
ASHGA5P011437	0.851	3.051
ASHGA5P011438	-0.568	2.209
ASHGA5P011441	2.13	5.57
ASHGA5P011442	-1.658	2.41
ASHGA5P011443	0.387	2.092
ASHGA5P011444	-0.793	1.759
ASHGA5P011446	-1.137	4.157
ASHGA5P011447	-0.98	3.387
ASHGA5P011449	-3.09	2.61
ASHGA5P011450	-0.774	3.389
ASHGA5P011452	0.693	3.031
ASHGA5P011455	1.001	2.141
ASHGA5P011457	-1.878	4.893
ASHGA5P011459	0.924	2.464
ASHGA5P011465	1.885	5.561
ASHGA5P011467	-2.332	2.639
ASHGA5P011468	6.489	8.198
ASHGA5P011469	0.366	1.92
ASHGA5P011470	-1.243	2.756
ASHGA5P011471	-0.698	2.071
ASHGA5P011472	1.149	2.224
ASHGA5P011474	-1.659	4.873
ASHGA5P011476	1.587	3.052
ASHGA5P011477	1.637	4.687
ASHGA5P011478	-1.944	5.682
ASHGA5P011479	0.6	2.42
ASHGA5P011480	0.779	2.168
ASHGA5P011481	1.082	1.771
ASHGA5P011482	1.175	3.507
ASHGA5P011483	-2.014	5.885
ASHGA5P011484	-2.863	3.698
ASHGA5P011485	-3.511	6.367
ASHGA5P011486	0.537	2.248
ASHGA5P011487	-2.146	1.807
ASHGA5P011488	-2.063	3.073
ASHGA5P011491	1.393	3.717
ASHGA5P011492	2.293	6.139
ASHGA5P011493	2.184	5.942
ASHGA5P011495	-1.267	3.831
ASHGA5P011496	1.544	4.994
ASHGA5P011500	4.034	7.492
ASHGA5P011501	-1.795	4.589
ASHGA5P011503	1.016	1.818
ASHGA5P011506	-3.577	6.505
ASHGA5P011507	-1.561	3.328
ASHGA5P011509	4.502	7.703
ASHGA5P011510	-1.091	3.228
ASHGA5P011511	2.061	4.776
ASHGA5P011513	1.082	2.346
ASHGA5P011514	-1.96	5.237
ASHGA5P011515	-1.635	5.209
ASHGA5P011517	1.131	2.506
ASHGA5P011521	-1.638	5.102
ASHGA5P011523	0.742	2.245
ASHGA5P011524	1.403	4.093
ASHGA5P011525	1.359	2.445
ASHGA5P011527	1.027	2.065
ASHGA5P011528	1.55	4.791
ASHGA5P011529	-1.196	3.958
ASHGA5P011533	-0.635	1.623
ASHGA5P011534	0.513	2.401
ASHGA5P011537	-1.314	3.506
ASHGA5P011538	-1.187	4.502
ASHGA5P011539	1.118	1.752
ASHGA5P011540	-1.11	1.674
ASHGA5P011541	-0.593	2.965
ASHGA5P011542	-1.338	4.526
ASHGA5P011546	0.829	2.688
ASHGA5P011547	1.228	4.353
ASHGA5P011548	0.929	2.31
ASHGA5P011549	0.98	2.462
ASHGA5P011550	-6.699	8.711
ASHGA5P011551	1.445	4.067
ASHGA5P011552	-2.251	3.912
ASHGA5P011553	-2.928	5.232
ASHGA5P011554	0.657	2.01
ASHGA5P011555	4.62	6.672
ASHGA5P011557	-1.118	4.214
ASHGA5P011558	0.547	2.346
ASHGA5P011560	-1.104	1.565
ASHGA5P011561	5.61	7.293
ASHGA5P011562	-1.41	2.776
ASHGA5P011563	-0.892	2.534
ASHGA5P011564	0.652	3.041
ASHGA5P011565	0.885	3.417
ASHGA5P011566	-5.7	4.364
ASHGA5P011568	-0.623	2.411
ASHGA5P011569	0.963	3.912
ASHGA5P011570	-2.272	4.927
ASHGA5P011572	-0.985	3.917
ASHGA5P011573	1.074	3.07
ASHGA5P011577	-0.882	3.025
ASHGA5P011578	-1.429	3.972
ASHGA5P011579	-1.865	4.223
ASHGA5P011585	0.927	1.662
ASHGA5P011586	1.497	1.602
ASHGA5P011587	-3.718	3.421
ASHGA5P011588	0.359	1.74
ASHGA5P011590	1.025	2.949
ASHGA5P011592	-0.442	1.682
ASHGA5P011593	-1.471	4.765
ASHGA5P011594	-2.051	4.013
ASHGA5P011595	-1.534	3.078
ASHGA5P011596	-2.29	4.383
ASHGA5P011597	-2.941	3.588
ASHGA5P011598	1.59	1.779
ASHGA5P011599	-2.004	4.922
ASHGA5P011600	-1.548	3.745
ASHGA5P011601	1.327	4.812
ASHGA5P011602	1.193	4.161
ASHGA5P011606	1.156	4.437
ASHGA5P011607	-0.413	1.544
ASHGA5P011608	-3.813	6.304
ASHGA5P011609	-4.235	2.192
ASHGA5P011610	-0.507	1.748
ASHGA5P011612	0.602	1.841
ASHGA5P011614	0.947	3.447
ASHGA5P011618	3.428	3.546
ASHGA5P011622	-1.671	3.578
ASHGA5P011625	0.796	2.239
ASHGA5P011626	0.916	2.126
ASHGA5P011627	0.673	2.389
ASHGA5P011629	-3.129	2.964
ASHGA5P011630	1.202	3.578
ASHGA5P011633	-0.707	3.032
ASHGA5P011635	-0.355	1.581
ASHGA5P011639	-0.771	3.215
ASHGA5P011644	-1.346	2.724
ASHGA5P011647	-0.584	1.634
ASHGA5P011649	-4.215	5.137
ASHGA5P011650	-4.853	7.455
ASHGA5P011651	-1.558	3.672
ASHGA5P011652	1.52	4.582
ASHGA5P011653	-2.876	4.393
ASHGA5P011654	-0.892	3.378
ASHGA5P011655	-1.471	4.775
ASHGA5P011656	-2.997	5.002
ASHGA5P011658	0.588	1.556
ASHGA5P011659	-0.66	3.152
ASHGA5P011660	-2.8	2.86
ASHGA5P011661	0.847	2.39
ASHGA5P011662	0.85	3.812
ASHGA5P011663	-1.829	5.282
ASHGA5P011664	1.363	2.395
ASHGA5P011667	-2.627	5.774
ASHGA5P011668	-1.728	4.724
ASHGA5P011669	-0.965	3.569
ASHGA5P011670	-0.899	3.477
ASHGA5P011674	-1.533	3.71
ASHGA5P011676	-0.911	3.742
ASHGA5P011678	0.5	2.084
ASHGA5P011679	-4.39	6.922
ASHGA5P011680	-0.762	3.196
ASHGA5P011681	0.635	2.38
ASHGA5P011682	0.625	2.984
ASHGA5P011684	-1.289	3.262
ASHGA5P011686	-3.474	7.142
ASHGA5P011687	-2.447	4.817
ASHGA5P011688	-0.965	3.706
ASHGA5P011690	-2.825	5.62
ASHGA5P011691	-3.336	6.98
ASHGA5P011692	-2.196	4.465
ASHGA5P011694	-1.479	1.841
ASHGA5P011695	-2.271	5.092
ASHGA5P011696	-1.669	5.261
ASHGA5P011698	0.566	1.603
ASHGA5P011699	4.687	6.357
ASHGA5P011700	-1.975	4.289
ASHGA5P011703	-0.406	1.764
ASHGA5P011704	-1.155	3.482
ASHGA5P011705	1.087	2.042
ASHGA5P011706	1.256	2.845
ASHGA5P011709	-1.197	1.584
ASHGA5P011710	0.671	1.565
ASHGA5P011711	2.194	4.316
ASHGA5P011713	0.454	2.261
ASHGA5P011714	1.035	2.349
ASHGA5P011716	-1.953	3.882
ASHGA5P011722	-4.562	6.611
ASHGA5P011724	2.42	4.387
ASHGA5P011725	0.929	3.301
ASHGA5P011726	-1.219	2.657
ASHGA5P011727	0.8	3.33
ASHGA5P011728	-0.477	2.074
ASHGA5P011730	-1.977	5.49
ASHGA5P011733	1.444	2.512
ASHGA5P011734	0.873	3.355
ASHGA5P011735	0.802	3.121
ASHGA5P011736	-0.447	2.212
ASHGA5P011738	1.073	3.49
ASHGA5P011739	-0.622	2.21
ASHGA5P011740	1.034	4.085
ASHGA5P011741	-1.407	3.277
ASHGA5P011742	0.505	2.032
ASHGA5P011743	-0.761	3.524
ASHGA5P011744	-2.851	3.57
ASHGA5P011747	-1.004	3.621
ASHGA5P011748	-0.585	2.904
ASHGA5P011749	-1.558	4.772
ASHGA5P011752	0.933	2.187
ASHGA5P011753	0.908	1.654
ASHGA5P011755	6.283	8.15
ASHGA5P011756	1.946	4.654
ASHGA5P011757	0.951	2.66
ASHGA5P011758	0.973	2.169
ASHGA5P011759	0.375	1.629
ASHGA5P011760	1.777	5.482
ASHGA5P011765	1.093	2.373
ASHGA5P011767	2.003	5.621
ASHGA5P011768	-1.951	5.28
ASHGA5P011770	1.379	4.497
ASHGA5P011772	0.618	2.644
ASHGA5P011773	-2.488	3.507
ASHGA5P011775	0.639	1.792
ASHGA5P011777	1.121	2.785
ASHGA5P011779	1.192	4.314
ASHGA5P011780	-1.751	5.29
ASHGA5P011781	-1.351	2.005
ASHGA5P011783	-2.29	6.063
ASHGA5P011787	-0.836	3.212
ASHGA5P011788	-0.88	2.213
ASHGA5P011790	-1.793	2.826
ASHGA5P011792	-1.686	4.972
ASHGA5P011793	-0.9	3.413
ASHGA5P011795	-1.277	4.606
ASHGA5P011796	-2.255	3.513
ASHGA5P011797	-1.741	3.581
ASHGA5P011798	-3.564	6.814
ASHGA5P011800	-2.938	4.576
ASHGA5P011801	-1.253	3.725
ASHGA5P011802	-1.781	5.402
ASHGA5P011803	-2.308	5.129
ASHGA5P011804	0.725	2.19
ASHGA5P011805	1.468	4.704
ASHGA5P011806	-1.099	3.961
ASHGA5P011808	-2.359	2.415
ASHGA5P011810	0.903	3.741
ASHGA5P011814	-1.233	4.773
ASHGA5P011815	-3.082	6.299
ASHGA5P011817	-2.282	4.593
ASHGA5P011819	-2.026	4.398
ASHGA5P011820	-0.628	2.693
ASHGA5P011822	-5.03	4.417
ASHGA5P011823	-3.134	5.496
ASHGA5P011824	0.55	2.017
ASHGA5P011825	0.489	1.694
ASHGA5P011826	-3.587	7.241
ASHGA5P011828	1.424	3.374
ASHGA5P011829	1.279	3.783
ASHGA5P011830	0.876	3.636
ASHGA5P011831	-0.938	2.901
ASHGA5P011833	-4.864	3.935
ASHGA5P011834	-3.024	6.564
ASHGA5P011835	-2.481	5.635
ASHGA5P011836	0.759	3.321
ASHGA5P011837	-4.802	6.685
ASHGA5P011838	-1.224	2.334
ASHGA5P011840	-2.301	4.931
ASHGA5P011841	-1.665	2.983
ASHGA5P011842	-2.424	5.152
ASHGA5P011844	-1.412	5.008
ASHGA5P011846	-3.478	3.419
ASHGA5P011848	-2.064	5.927
ASHGA5P011849	2.602	5.605
ASHGA5P011850	-1.712	3.237
ASHGA5P011851	-2.735	4.461
ASHGA5P011852	-0.56	1.733
ASHGA5P011853	-1.511	4.795
ASHGA5P011854	-1.594	3.176
ASHGA5P011855	-2.154	5.523
ASHGA5P011856	-1.905	5.394
ASHGA5P011857	-1.534	4.318
ASHGA5P011858	-2.472	5.604
ASHGA5P011859	0.484	2.098
ASHGA5P011861	-2.458	6.44
ASHGA5P011863	1.131	1.814
ASHGA5P011865	1.692	4.669
ASHGA5P011871	0.971	3.634
ASHGA5P011872	1.356	1.977
ASHGA5P011874	-2.597	4.947
ASHGA5P011875	-0.987	2.868
ASHGA5P011877	2.787	4.41
ASHGA5P011878	0.968	2.671
ASHGA5P011879	-2.376	3.461
ASHGA5P011881	-1.038	4.165
ASHGA5P011882	1.523	3.493
ASHGA5P011884	-3.026	2.881
ASHGA5P011886	0.76	2.355
ASHGA5P011887	1.051	3.74
ASHGA5P011888	-0.736	2.571
ASHGA5P011890	1.168	4.621
ASHGA5P011895	0.647	2.83
ASHGA5P011896	1.432	2.9
ASHGA5P011899	0.543	1.798
ASHGA5P011901	-0.718	2.702
ASHGA5P011902	1.533	3.183
ASHGA5P011904	-3.866	5.972
ASHGA5P011905	-1.223	3.569
ASHGA5P011908	-2.609	5.367
ASHGA5P011909	-0.776	2.17
ASHGA5P011910	-1.194	3.216
ASHGA5P011912	-3.62	3.016
ASHGA5P011914	0.878	1.737
ASHGA5P011915	-0.907	3.771
ASHGA5P011916	-4.262	5.638
ASHGA5P011917	-1.313	3.194
ASHGA5P011918	-1.145	4.344
ASHGA5P011919	0.591	2.599
ASHGA5P011920	-1.923	3.886
ASHGA5P011921	1.314	2.548
ASHGA5P011922	-3.55	5.907
ASHGA5P011923	-2.577	2.45
ASHGA5P011924	0.79	1.859
ASHGA5P011928	-2.935	5.485
ASHGA5P011931	-1.444	4.713
ASHGA5P011932	0.768	2.708
ASHGA5P011934	-0.799	2.708
ASHGA5P011935	-2.279	5.242
ASHGA5P011938	0.497	2.524
ASHGA5P011939	0.827	2.83
ASHGA5P011941	2.414	4.156
ASHGA5P011942	-1.333	4.167
ASHGA5P011943	-1.959	2.068
ASHGA5P011945	0.939	1.6
ASHGA5P011946	0.823	1.609
ASHGA5P011949	-0.988	2.427
ASHGA5P011951	-1.848	3.58
ASHGA5P011952	0.779	3.451
ASHGA5P011953	-4.347	6.655
ASHGA5P011954	-1.796	4.413
ASHGA5P011957	-2.606	6.415
ASHGA5P011958	0.48	1.611
ASHGA5P011959	0.871	3.594
ASHGA5P011960	-2.949	4.54
ASHGA5P011961	-1.775	5.301
ASHGA5P011963	1.066	4.203
ASHGA5P011967	0.657	2.975
ASHGA5P011968	-0.751	2.999
ASHGA5P011970	-0.501	2.434
ASHGA5P011971	0.411	1.698
ASHGA5P011972	-1.551	3.199
ASHGA5P011973	1.165	1.996
ASHGA5P011974	-0.662	2.685
ASHGA5P011976	-4.333	4.005
ASHGA5P011977	-2	5.959
ASHGA5P011978	-3.463	5.892
ASHGA5P011979	-1.415	3.827
ASHGA5P011980	2.387	4.903
ASHGA5P011981	-1.051	3.454
ASHGA5P011982	0.928	2.205
ASHGA5P011984	-0.772	3.108
ASHGA5P011985	-2.894	2.996
ASHGA5P011987	-3.853	5.501
ASHGA5P011988	-3.568	4.937
ASHGA5P011989	-2.072	2.333
ASHGA5P011990	-4.503	4.307
ASHGA5P011991	1.368	4.988
ASHGA5P011993	-1.34	3.391
ASHGA5P011994	1.691	5.06
ASHGA5P011995	-2.703	3.084
ASHGA5P011996	-1.85	4.539
ASHGA5P012000	-1.873	3.7
ASHGA5P012001	2.552	4.12
ASHGA5P012002	1.924	4.24
ASHGA5P012003	-1.035	2.946
ASHGA5P012006	-1.566	4.148
ASHGA5P012007	1.29	4.506
ASHGA5P012008	0.755	2.446
ASHGA5P012009	-1.435	3.208
ASHGA5P012010	-1.421	5.141
ASHGA5P012011	1.411	4.576
ASHGA5P012012	-3.384	5.785
ASHGA5P012013	-1.988	5.634
ASHGA5P012014	1.71	3.329
ASHGA5P012016	0.653	2.658
ASHGA5P012018	-3.074	6.342
ASHGA5P012022	0.559	2.109
ASHGA5P012023	-1.169	3.632
ASHGA5P012024	-3.408	7.122
ASHGA5P012025	1.103	1.947
ASHGA5P012027	0.841	3.327
ASHGA5P012028	-0.876	3.076
ASHGA5P012029	1.62	5.181
ASHGA5P012031	0.67	1.538
ASHGA5P012033	1.47	4.645
ASHGA5P012034	-2.337	2.561
ASHGA5P012035	0.613	2.184
ASHGA5P012037	-0.877	2.462
ASHGA5P012038	-0.82	2.988
ASHGA5P012039	-1.121	2.49
ASHGA5P012043	1.366	4.405
ASHGA5P012044	-1.626	1.764
ASHGA5P012046	0.593	2.42
ASHGA5P012048	0.8	2.251
ASHGA5P012051	-0.469	2.374
ASHGA5P012054	-0.488	2.151
ASHGA5P012055	-1.087	1.972
ASHGA5P012058	-3.275	5.605
ASHGA5P012059	-1.423	3.881
ASHGA5P012060	1.096	4.158
ASHGA5P012061	1.078	3.071
ASHGA5P012062	1.667	4.631
ASHGA5P012066	1.02	3.232
ASHGA5P012068	-0.735	2.949
ASHGA5P012069	1.492	1.647
ASHGA5P012071	-1.376	4.235
ASHGA5P012072	1.188	4.417
ASHGA5P012075	-1.616	3.39
ASHGA5P012076	-0.573	2.445
ASHGA5P012078	4.272	6.933
ASHGA5P012079	2.128	5.83
ASHGA5P012080	-2.46	6.43
ASHGA5P012081	0.62	1.939
ASHGA5P012082	-2.137	5.705
ASHGA5P012085	10.508	9.003
ASHGA5P012086	-0.66	2.66
ASHGA5P012089	1.217	2.169
ASHGA5P012090	0.456	2.333
ASHGA5P012092	-0.841	3.394
ASHGA5P012093	2.657	4.427
ASHGA5P012095	3.166	6.79
ASHGA5P012096	0.753	3.568
ASHGA5P012097	-1.319	4.219
ASHGA5P012098	-0.41	2.002
ASHGA5P012102	-1.539	4.947
ASHGA5P012103	0.47	1.604
ASHGA5P012104	0.8	2.301
ASHGA5P012106	2.753	4.846
ASHGA5P012107	2.16	3.671
ASHGA5P012109	1.127	4.368
ASHGA5P012110	-4.639	6.05
ASHGA5P012112	-1.176	2.597
ASHGA5P012113	-0.652	2.001
ASHGA5P012114	0.935	3.361
ASHGA5P012115	2.932	5.724
ASHGA5P012116	0.836	2.821
ASHGA5P012118	2.31	5.306
ASHGA5P012119	0.574	2.067
ASHGA5P012120	0.73	3.203
ASHGA5P012121	2.553	6.197
ASHGA5P012122	1.246	4.144
ASHGA5P012123	-2.11	6.046
ASHGA5P012124	0.789	2.977
ASHGA5P012126	-2.98	3.183
ASHGA5P012128	-2.366	2.515
ASHGA5P012131	0.588	2.598
ASHGA5P012132	0.6	2.96
ASHGA5P012134	-0.996	4.268
ASHGA5P012136	-1.842	4.904
ASHGA5P012138	1.123	2.07
ASHGA5P012140	-3.48	6.479
ASHGA5P012141	-2.434	5.291
ASHGA5P012142	-4.076	5.797
ASHGA5P012146	1.453	4.695
ASHGA5P012148	-1.114	4.001
ASHGA5P012149	-2.052	5.292
ASHGA5P012150	1.176	3.828
ASHGA5P012151	1.014	2.517
ASHGA5P012153	-0.779	3.056
ASHGA5P012155	-0.973	3.558
ASHGA5P012156	0.693	3.34
ASHGA5P012157	0.976	3.487
ASHGA5P012160	0.737	1.774
ASHGA5P012161	0.491	1.968
ASHGA5P012163	-1.476	4.677
ASHGA5P012164	-3.875	6.383
ASHGA5P012165	-0.692	2.881
ASHGA5P012169	1.46	5.083
ASHGA5P012170	1.923	4.578
ASHGA5P012171	-1.982	5.71
ASHGA5P012172	-2.536	5.654
ASHGA5P012174	-2.495	4.443
ASHGA5P012175	0.533	2.088
ASHGA5P012176	-2.764	3.235
ASHGA5P012177	-1.625	3.082
ASHGA5P012179	-2.257	4.331
ASHGA5P012181	1.98	4.991
ASHGA5P012182	-1.211	3.854
ASHGA5P012185	-2.388	6.342
ASHGA5P012189	-0.779	3.212
ASHGA5P012191	-3.353	6.824
ASHGA5P012192	-1.491	4.131
ASHGA5P012193	0.768	3.119
ASHGA5P012194	-2.194	5.079
ASHGA5P012197	1.254	2.961
ASHGA5P012199	0.469	2.313
ASHGA5P012200	1.274	4.465
ASHGA5P012201	0.447	1.954
ASHGA5P012202	-2.144	1.673
ASHGA5P012203	-2.901	5.649
ASHGA5P012205	1.847	3.21
ASHGA5P012207	1.187	4.591
ASHGA5P012208	-0.967	3.064
ASHGA5P012209	-2.255	5.998
ASHGA5P012211	0.882	2.214
ASHGA5P012212	0.674	3.204
ASHGA5P012214	1.308	4.343
ASHGA5P012216	1.196	4.572
ASHGA5P012217	1.082	4.286
ASHGA5P012219	-1.808	2.7
ASHGA5P012220	-3.244	4.024
ASHGA5P012221	-1.831	4.46
ASHGA5P012222	0.728	2.262
ASHGA5P012223	-2.812	4.086
ASHGA5P012224	1.359	4.116
ASHGA5P012227	1.113	4.295
ASHGA5P012228	-2.211	5.066
ASHGA5P012229	0.482	2.118
ASHGA5P012230	-2.903	5.992
ASHGA5P012231	3.228	6.169
ASHGA5P012232	1.145	2.002
ASHGA5P012234	-1.116	3.763
ASHGA5P012235	-3.517	5.4
ASHGA5P012236	-3.092	6.642
ASHGA5P012237	-1.296	4.622
ASHGA5P012238	-4.117	2.565
ASHGA5P012239	-1.307	2.091
ASHGA5P012241	-0.956	3.019
ASHGA5P012242	0.607	2.893
ASHGA5P012243	-3.577	3.272
ASHGA5P012244	2.053	3.244
ASHGA5P012246	1.038	3.52
ASHGA5P012251	-4.799	3.983
ASHGA5P012252	0.354	1.586
ASHGA5P012253	-1.544	4.855
ASHGA5P012254	2.426	5.428
ASHGA5P012255	-2.154	5.035
ASHGA5P012257	-1.217	1.863
ASHGA5P012259	-0.926	3.92
ASHGA5P012261	-1.514	5.054
ASHGA5P012262	1.055	4.169
ASHGA5P012263	-1.523	4.308
ASHGA5P012265	-0.563	2.306
ASHGA5P012266	-2.616	4.631
ASHGA5P012267	-2.945	5.137
ASHGA5P012269	-0.427	1.557
ASHGA5P012270	-0.475	2.04
ASHGA5P012271	-2.716	2.836
ASHGA5P012274	1.178	3.052
ASHGA5P012275	1.284	1.998
ASHGA5P012276	0.365	1.735
ASHGA5P012277	1.056	1.81
ASHGA5P012278	0.499	2.449
ASHGA5P012279	-1.286	4.484
ASHGA5P012280	-2.216	6.02
ASHGA5P012281	1.422	4.406
ASHGA5P012283	-0.863	3.324
ASHGA5P012284	0.917	2.492
ASHGA5P012285	1.062	2.682
ASHGA5P012286	-1.801	5.298
ASHGA5P012287	-2.615	5.281
ASHGA5P012288	1.065	3.797
ASHGA5P012290	-1.679	5.539
ASHGA5P012291	-0.752	1.897
ASHGA5P012294	-2.272	2.744
ASHGA5P012296	-2.215	3.439
ASHGA5P012298	-3.034	3.327
ASHGA5P012299	0.788	1.791
ASHGA5P012300	-2.459	4.992
ASHGA5P012302	-3.574	7.202
ASHGA5P012303	0.524	1.982
ASHGA5P012306	0.781	1.98
ASHGA5P012307	-1.835	5.618
ASHGA5P012308	-1.057	2.5
ASHGA5P012309	0.887	1.702
ASHGA5P012311	2.158	5.21
ASHGA5P012312	1.027	2.569
ASHGA5P012316	1.152	3.812
ASHGA5P012318	-1.262	3.74
ASHGA5P012320	-3.165	5.997
ASHGA5P012321	-1.482	3.484
ASHGA5P012322	6.243	8.084
ASHGA5P012323	0.689	2.586
ASHGA5P012325	-1.032	3.149
ASHGA5P012327	-2.226	5.709
ASHGA5P012328	-4.698	4.658
ASHGA5P012329	-1.672	4.355
ASHGA5P012330	-3.051	6.885
ASHGA5P012333	-2.443	3.016
ASHGA5P012334	-1.691	3.391
ASHGA5P012337	1.25	2.516
ASHGA5P012338	-1.704	4.804
ASHGA5P012339	-2.735	1.781
ASHGA5P012340	1.416	4.733
ASHGA5P012344	-0.675	2.522
ASHGA5P012345	-1.543	3.398
ASHGA5P012347	0.877	1.828
ASHGA5P012348	1.492	3.895
ASHGA5P012350	-0.756	2.936
ASHGA5P012353	0.892	1.716
ASHGA5P012355	-4.674	6.282
ASHGA5P012356	0.848	3.099
ASHGA5P012357	0.603	2.891
ASHGA5P012358	-2.776	2.469
ASHGA5P012360	1.702	4.241
ASHGA5P012361	-1.649	4.679
ASHGA5P012364	-2.035	5.416
ASHGA5P012365	1.233	4.621
ASHGA5P012366	1.136	2.985
ASHGA5P012368	0.993	2.957
ASHGA5P012369	0.738	1.763
ASHGA5P012370	2.496	5.961
ASHGA5P012372	-0.82	2.462
ASHGA5P012374	-1.052	2.132
ASHGA5P012377	-2.693	4.268
ASHGA5P012379	-2.162	2.941
ASHGA5P012380	-1.655	2.727
ASHGA5P012381	-0.688	3.081
ASHGA5P012382	-3.308	5.486
ASHGA5P012383	-4.536	7.719
ASHGA5P012384	-0.9	2.195
ASHGA5P012386	1.339	1.951
ASHGA5P012387	-0.489	2.232
ASHGA5P012389	2.457	4.302
ASHGA5P012390	1.321	4.647
ASHGA5P012394	1.852	5.336
ASHGA5P012395	-3.034	6.877
ASHGA5P012396	-0.509	2.215
ASHGA5P012397	-2.82	6.469
ASHGA5P012398	0.886	3.465
ASHGA5P012400	0.408	1.945
ASHGA5P012401	-1.138	1.957
ASHGA5P012402	0.852	1.951
ASHGA5P012403	-0.758	2.55
ASHGA5P012404	-1.182	4.513
ASHGA5P012405	1.221	4.273
ASHGA5P012407	-0.928	1.878
ASHGA5P012408	0.988	2.425
ASHGA5P012410	-0.963	3.182
ASHGA5P012411	-1.168	3.692
ASHGA5P012413	3.75	6.185
ASHGA5P012417	-0.96	3.815
ASHGA5P012418	-1.718	3.249
ASHGA5P012422	2.275	4.439
ASHGA5P012425	0.851	3.372
ASHGA5P012428	0.608	2.059
ASHGA5P012429	0.83	3.574
ASHGA5P012431	-1.577	4.247
ASHGA5P012432	0.465	2.316
ASHGA5P012433	-1.812	4.813
ASHGA5P012436	-1.162	4.187
ASHGA5P012437	-1.397	4.56
ASHGA5P012440	-3.938	2.71
ASHGA5P012441	-3.062	5.416
ASHGA5P012442	-0.421	2.075
ASHGA5P012445	-1.225	4.331
ASHGA5P012446	-0.405	2.033
ASHGA5P012449	1.066	1.585
ASHGA5P012450	-2.487	6.077
ASHGA5P012451	-1.297	4.608
ASHGA5P012452	-3.452	5.396
ASHGA5P012454	-4.322	5.069
ASHGA5P012455	0.812	2.543
ASHGA5P012456	-1.879	3.454
ASHGA5P012457	-0.8	3.536
ASHGA5P012458	-1.37	5.033
ASHGA5P012459	-1.115	4.086
ASHGA5P012460	-2.131	5.491
ASHGA5P012461	-3.661	2.794
ASHGA5P012463	0.385	1.654
ASHGA5P012464	0.445	2.056
ASHGA5P012467	-2.36	5.835
ASHGA5P012468	-1.4	4.09
ASHGA5P012470	0.463	1.934
ASHGA5P012471	-2.113	3.255
ASHGA5P012474	0.632	3.147
ASHGA5P012476	-3.119	7.04
ASHGA5P012479	-2.398	5.983
ASHGA5P012480	0.883	2.775
ASHGA5P012481	1.34	2.065
ASHGA5P012482	0.75	3.198
ASHGA5P012483	-1.262	3.11
ASHGA5P012484	-3.776	6.061
ASHGA5P012485	-0.353	1.738
ASHGA5P012486	-1.406	3.832
ASHGA5P012487	-2.713	4.611
ASHGA5P012488	-1.084	3.859
ASHGA5P012489	1.483	4.539
ASHGA5P012490	-3.632	6.513
ASHGA5P012491	5.309	7.329
ASHGA5P012492	-1.753	1.796
ASHGA5P012493	-1.317	4.892
ASHGA5P012495	-1.065	1.538
ASHGA5P012496	-0.816	3.695
ASHGA5P012497	-0.903	1.682
ASHGA5P012498	0.555	2.606
ASHGA5P012500	1.458	3.479
ASHGA5P012501	-5.871	7.063
ASHGA5P012502	-4.829	6.426
ASHGA5P012503	0.632	1.601
ASHGA5P012505	-0.807	2.171
ASHGA5P012506	0.909	3.777
ASHGA5P012508	1.39	4.313
ASHGA5P012510	1.835	5.531
ASHGA5P012511	-2.671	6.427
ASHGA5P012514	-1.63	4.249
ASHGA5P012515	0.925	1.808
ASHGA5P012516	1.189	4.3
ASHGA5P012518	-1.346	4.456
ASHGA5P012519	-2.083	3.944
ASHGA5P012520	-1.868	2.079
ASHGA5P012521	1.909	3.502
ASHGA5P012522	0.39	1.708
ASHGA5P012523	1.376	1.964
ASHGA5P012524	-1.596	3.869
ASHGA5P012525	0.78	3.029
ASHGA5P012527	-2.165	4.114
ASHGA5P012529	0.781	1.779
ASHGA5P012531	1.821	5.541
ASHGA5P012532	-4.329	6.889
ASHGA5P012534	-0.597	2.691
ASHGA5P012539	0.683	2.614
ASHGA5P012541	-1.28	4.612
ASHGA5P012542	-1.615	5.186
ASHGA5P012543	-3.554	7.127
ASHGA5P012544	-3.669	5.785
