ID	log2(fold change)	-log10(Pvalue)
ASHGA5P044309	-0.62	2.944
ASHGA5P044310	-2.66	3.125
ASHGA5P044311	-2.911	5.353
ASHGA5P044313	0.832	3.009
ASHGA5P044314	2	5.048
ASHGA5P044315	0.631	1.788
ASHGA5P044317	1.023	2.135
ASHGA5P044318	0.992	1.906
ASHGA5P044322	0.927	2.968
ASHGA5P044325	0.498	1.566
ASHGA5P044326	0.752	1.948
ASHGA5P044327	1.452	4.425
ASHGA5P044328	1.045	2.164
ASHGA5P044329	-1.605	2.686
ASHGA5P044333	-1.273	3.286
ASHGA5P044335	0.664	2.066
ASHGA5P044336	-0.543	1.918
ASHGA5P044337	0.973	3.49
ASHGA5P044340	1.039	2.418
ASHGA5P044341	0.466	1.985
ASHGA5P044343	1.326	1.999
ASHGA5P044346	-5.456	3.663
ASHGA5P044347	-4.789	6.706
ASHGA5P044348	-3.725	5.353
ASHGA5P044349	4.678	7.185
ASHGA5P044354	3.305	1.571
ASHGA5P044355	-3.591	6.537
ASHGA5P044357	-0.913	3.578
ASHGA5P044358	-0.817	2.875
ASHGA5P044359	5.821	7.874
ASHGA5P044366	-3.724	5.326
ASHGA5P044369	2.997	6.43
ASHGA5P044372	-1.74	2.804
ASHGA5P044373	-1.976	4.771
ASHGA5P044374	-1.102	2.547
ASHGA5P044375	2.553	5.012
ASHGA5P044376	1.938	3.364
ASHGA5P044378	-1.281	2.624
ASHGA5P044379	1.946	3.426
ASHGA5P044380	1.934	4.357
ASHGA5P044381	1.764	3.355
ASHGA5P044382	1.49	2.844
ASHGA5P044383	0.941	1.988
ASHGA5P044384	0.373	1.62
ASHGA5P044385	1.452	4.543
ASHGA5P044386	1.583	2.141
ASHGA5P044387	0.465	1.99
ASHGA5P044389	0.623	3.009
ASHGA5P044392	-2.766	5.454
ASHGA5P044393	0.795	2.441
ASHGA5P044398	1.492	2.39
ASHGA5P044399	0.67	1.811
ASHGA5P044403	2.916	3.886
ASHGA5P044405	0.687	1.835
ASHGA5P044406	-0.637	2.626
ASHGA5P044408	-2	5.395
ASHGA5P044411	0.819	2.562
ASHGA5P044412	-0.768	3.048
ASHGA5P044413	-1.371	4.122
ASHGA5P044414	0.348	1.646
ASHGA5P044416	-1.816	3.967
ASHGA5P044419	0.522	2.125
ASHGA5P044421	-1.527	2.212
ASHGA5P044425	0.737	3.469
ASHGA5P044428	0.788	2.702
ASHGA5P044430	3.554	5.307
ASHGA5P044435	0.652	2.599
ASHGA5P044436	-3.898	6.008
ASHGA5P044438	1.866	5.754
ASHGA5P044440	1.125	3.023
ASHGA5P044441	-1.862	4.597
ASHGA5P044442	-2.159	4.405
ASHGA5P044443	-2.488	5.757
ASHGA5P044444	-1.815	2.973
ASHGA5P044446	-1.389	4.102
ASHGA5P044447	-3.925	6.493
ASHGA5P044448	0.828	2.422
ASHGA5P044449	0.688	1.904
ASHGA5P044450	-0.861	3.362
ASHGA5P044452	0.815	2.001
ASHGA5P044454	-0.637	2.522
ASHGA5P044455	-0.96	1.671
ASHGA5P044456	1.035	2.264
ASHGA5P044457	-0.426	1.575
ASHGA5P044458	-1.513	2.708
ASHGA5P044460	-0.616	2.208
ASHGA5P044461	-2.175	1.562
ASHGA5P044462	1.332	1.974
ASHGA5P044463	-4.193	3.975
ASHGA5P044464	1.77	4.145
ASHGA5P044465	2.341	5.273
ASHGA5P044468	-1.661	4.038
ASHGA5P044469	1.154	2.262
ASHGA5P044474	0.841	1.937
ASHGA5P044477	-0.467	2.137
ASHGA5P044478	0.496	1.823
ASHGA5P044479	2.412	3.22
ASHGA5P044482	0.585	2.816
ASHGA5P044486	2.548	5.557
ASHGA5P044487	-0.925	3.537
ASHGA5P044488	-2.963	4.518
ASHGA5P044489	-3.206	6.714
ASHGA5P044494	1.928	3.967
ASHGA5P044496	-2.429	5.883
ASHGA5P044498	-1.262	3.138
ASHGA5P044499	2.398	2.997
ASHGA5P044503	-1.48	3.36
ASHGA5P044510	1.013	2.443
ASHGA5P044512	-1.336	2.468
ASHGA5P044514	1.392	4.829
ASHGA5P044516	-1.277	2.606
ASHGA5P044520	-1.072	1.564
ASHGA5P044521	1.13	2.267
ASHGA5P044523	1.23	2.001
ASHGA5P044525	-1.365	3.332
ASHGA5P044526	-0.615	2.26
ASHGA5P044527	-0.642	2.088
ASHGA5P044528	-1.096	2.949
ASHGA5P044530	1.347	4.904
ASHGA5P044531	0.532	1.713
ASHGA5P044532	0.83	2.346
ASHGA5P044535	2.395	4.34
ASHGA5P044536	1.042	3.615
ASHGA5P044538	0.949	1.874
ASHGA5P044541	0.892	3.006
ASHGA5P044542	1.501	1.683
ASHGA5P044543	0.824	3.583
ASHGA5P044544	-0.681	2.716
ASHGA5P044545	0.659	1.924
ASHGA5P044546	-1.016	3.219
ASHGA5P044549	-0.661	3.037
ASHGA5P044550	-2.253	4.609
ASHGA5P044551	-1.638	1.991
ASHGA5P044554	0.936	2.184
ASHGA5P044556	-1.018	3.73
ASHGA5P044557	-3.089	5.241
ASHGA5P044558	1.739	3.636
ASHGA5P044561	1.794	4.816
ASHGA5P044562	-0.454	2.017
ASHGA5P044563	-4.036	5.975
ASHGA5P044564	-0.625	1.932
ASHGA5P044565	0.671	2.449
ASHGA5P044566	-4.59	6.692
ASHGA5P044567	1.31	3.403
ASHGA5P044569	0.704	2.689
ASHGA5P044572	0.404	1.908
ASHGA5P044573	2.649	6.686
ASHGA5P044574	-0.665	2.433
ASHGA5P044578	-0.542	1.846
ASHGA5P044580	0.538	2.37
ASHGA5P044581	0.878	2.443
ASHGA5P044582	-0.918	3.621
ASHGA5P044584	1.761	4.161
ASHGA5P044590	1.207	3.771
ASHGA5P044591	0.487	2.309
ASHGA5P044592	-0.818	1.686
ASHGA5P044594	0.518	2.631
ASHGA5P044595	-0.732	2.945
ASHGA5P044598	1.407	2.012
ASHGA5P044599	1.009	3.759
ASHGA5P044600	-0.585	2.002
ASHGA5P044602	0.471	1.83
ASHGA5P044603	-1.284	2.431
ASHGA5P044604	1.414	3.365
ASHGA5P044605	1.844	5.509
ASHGA5P044606	2.428	5.163
ASHGA5P044607	-1.956	1.617
ASHGA5P044609	-3.121	6.305
ASHGA5P044610	4.627	6.804
ASHGA5P044611	1.083	3.364
ASHGA5P044617	-1.241	4.013
ASHGA5P044621	1.285	4.335
ASHGA5P044622	1.92	4.591
ASHGA5P044627	1.031	2.915
ASHGA5P044628	-1.886	3.547
ASHGA5P044632	3.378	7.172
ASHGA5P044633	0.893	3.066
ASHGA5P044634	0.629	1.816
ASHGA5P044635	-0.833	3.521
ASHGA5P044639	1.029	2.386
ASHGA5P044642	0.582	2.14
ASHGA5P044643	1.266	3.742
ASHGA5P044644	0.383	1.807
ASHGA5P044645	1.06	2.62
ASHGA5P044652	-1.312	4.039
ASHGA5P044654	2.427	5.677
ASHGA5P044656	-0.824	2.141
ASHGA5P044661	1.095	3.503
ASHGA5P044662	1.95	3.784
ASHGA5P044663	5.039	7.163
ASHGA5P044666	0.434	1.94
ASHGA5P044668	0.976	2.098
ASHGA5P044673	3.789	5.979
ASHGA5P044675	-3.299	6.676
ASHGA5P044676	-2.211	4.821
ASHGA5P044679	-1.98	4.474
ASHGA5P044680	0.851	1.778
ASHGA5P044681	0.571	2.477
ASHGA5P044682	-0.885	1.791
ASHGA5P044684	-1.164	1.626
ASHGA5P044685	1.141	2.145
ASHGA5P044686	-2.531	2.858
ASHGA5P044688	3.501	5.68
ASHGA5P044690	0.787	1.586
ASHGA5P044691	-0.703	3.017
ASHGA5P044693	1.619	2.954
ASHGA5P044696	1.813	3.448
ASHGA5P044697	0.858	2.258
ASHGA5P044698	1.815	5.598
ASHGA5P044702	0.347	1.674
ASHGA5P044703	-0.544	1.889
ASHGA5P044704	-0.442	1.887
ASHGA5P044705	0.904	2.24
ASHGA5P044707	-3.076	6.737
ASHGA5P044710	-2.734	4.86
ASHGA5P044712	0.418	1.942
ASHGA5P044715	-1.357	3.802
ASHGA5P044716	1.353	1.971
ASHGA5P044718	-2.889	3.619
ASHGA5P044719	-2.331	5.106
ASHGA5P044720	-0.941	3.461
ASHGA5P044721	-0.538	1.903
ASHGA5P044724	-0.737	3.519
ASHGA5P044725	1.658	4.1
ASHGA5P044726	-0.556	2.244
ASHGA5P044728	1.339	2.765
ASHGA5P044730	-1.142	1.604
ASHGA5P044732	1.255	2.046
ASHGA5P044734	-2.26	3.854
ASHGA5P044738	-1.33	1.962
ASHGA5P044740	0.813	2.052
ASHGA5P044741	1.3	3.722
ASHGA5P044743	-0.967	2.243
ASHGA5P044744	-1.893	4.06
ASHGA5P044747	0.9	1.853
ASHGA5P044748	1.018	2.147
ASHGA5P044749	0.68	2.651
ASHGA5P044755	0.96	3.563
ASHGA5P044756	0.612	2.208
ASHGA5P044758	1.691	4.761
ASHGA5P044759	0.796	2.109
ASHGA5P044762	0.898	2.631
ASHGA5P044765	0.58	2.815
ASHGA5P044768	-1.062	2.392
ASHGA5P044769	1.889	5.495
ASHGA5P044770	-2.447	5.734
ASHGA5P044771	0.936	3.606
ASHGA5P044775	1.78	4.504
ASHGA5P044778	-0.777	3.486
ASHGA5P044780	-1.405	3.839
ASHGA5P044782	0.885	1.869
ASHGA5P044783	-0.661	1.76
ASHGA5P044785	0.504	2.558
ASHGA5P044786	-5.339	8.481
ASHGA5P044787	0.519	2.654
ASHGA5P044788	-0.734	1.704
ASHGA5P044791	1.416	4.031
ASHGA5P044795	-1.32	4.289
ASHGA5P044796	0.957	2.522
ASHGA5P044797	1.48	3.172
ASHGA5P044798	1.72	4.275
ASHGA5P044800	-1.114	2.463
ASHGA5P044802	0.876	2.942
ASHGA5P044803	0.857	3.141
ASHGA5P044805	2.345	5.77
ASHGA5P044809	1.201	2.05
ASHGA5P044811	0.655	2.203
ASHGA5P044813	1.745	3.461
ASHGA5P044814	3.084	6.139
ASHGA5P044815	-0.673	2.547
ASHGA5P044816	1.178	2.554
ASHGA5P044817	1.323	4.743
ASHGA5P044819	1.048	4.064
ASHGA5P044820	1.488	1.686
ASHGA5P044821	-1.188	4.01
ASHGA5P044823	-0.72	3.158
ASHGA5P044824	-1.124	2.224
ASHGA5P044825	-3.24	6.024
ASHGA5P044826	-3.326	2.762
ASHGA5P044828	1.359	1.977
ASHGA5P044830	0.847	2.018
ASHGA5P044834	3.032	2.278
ASHGA5P044835	-1.603	2.957
ASHGA5P044836	-1.175	4.196
ASHGA5P044837	-1.777	5.526
ASHGA5P044839	0.753	3.432
ASHGA5P044841	-1.037	1.6
ASHGA5P044842	1.988	4.206
ASHGA5P044843	0.584	2.266
ASHGA5P044844	2.158	5.001
ASHGA5P044846	-2.319	3.923
ASHGA5P044847	-0.715	1.888
ASHGA5P044850	-1.083	2.233
ASHGA5P044853	1.638	2.797
ASHGA5P044854	-1.173	2.806
ASHGA5P044856	-1.122	4.334
ASHGA5P044858	0.959	2.277
ASHGA5P044859	1.197	2.163
ASHGA5P044861	0.533	1.578
ASHGA5P044863	-0.876	3.025
ASHGA5P044865	-0.332	1.567
ASHGA5P044870	-2.739	4.842
ASHGA5P044871	-1.654	1.697
ASHGA5P044872	-1.777	1.974
ASHGA5P044875	1.736	3.223
ASHGA5P044876	0.708	2.891
ASHGA5P044878	-1.182	4.185
ASHGA5P044879	0.81	2.244
ASHGA5P044881	0.8	2.681
ASHGA5P044882	1.284	4.886
ASHGA5P044884	1.069	2.201
ASHGA5P044885	-0.697	1.854
ASHGA5P044886	-1.4	1.626
ASHGA5P044887	1.037	1.808
ASHGA5P044889	1.753	3.634
ASHGA5P044891	-2.119	5.835
ASHGA5P044894	1.018	2.269
ASHGA5P044895	2.129	4.775
ASHGA5P044898	-3.071	6.657
ASHGA5P044900	-0.582	2.267
ASHGA5P044902	-3.22	3.581
ASHGA5P044904	-0.852	2.232
ASHGA5P044905	-2.057	4.233
ASHGA5P044906	1.399	2.097
ASHGA5P044907	2.289	5.153
ASHGA5P044908	-6.712	8.138
ASHGA5P044909	-5.451	7.74
ASHGA5P044912	0.759	2.445
ASHGA5P044913	1.506	2.903
ASHGA5P044914	2.352	3.119
ASHGA5P044916	0.912	2.503
ASHGA5P044918	-0.516	2.019
ASHGA5P044920	3.241	7.12
ASHGA5P044921	2.096	4.935
ASHGA5P044924	-2.257	1.609
ASHGA5P044927	1.296	2.895
ASHGA5P044928	-4.014	6.23
ASHGA5P044929	0.852	3.711
ASHGA5P044931	-1.47	1.903
ASHGA5P044933	0.702	2.457
ASHGA5P044935	0.826	2.699
ASHGA5P044936	1.121	2.286
ASHGA5P044938	4.038	5.463
ASHGA5P044939	0.74	1.889
ASHGA5P044941	0.31	1.609
ASHGA5P044942	-0.841	3.161
ASHGA5P044943	-1.736	3.9
ASHGA5P044944	1.387	4.343
ASHGA5P044946	-1.781	2.556
ASHGA5P044947	0.768	2.879
ASHGA5P044950	0.702	2.2
ASHGA5P044951	1.02	2.869
ASHGA5P044952	0.645	2.778
ASHGA5P044953	0.542	2.395
ASHGA5P044954	0.349	1.793
ASHGA5P044958	-0.693	2.172
ASHGA5P044959	-1.321	3.164
ASHGA5P044960	-2.174	5.7
ASHGA5P044961	-0.513	1.801
ASHGA5P044962	-1.673	3.762
ASHGA5P044963	-2.417	5.742
ASHGA5P044964	1.263	2.427
ASHGA5P044966	-1.41	2.58
ASHGA5P044967	-2.236	4.521
ASHGA5P044968	1.319	1.994
ASHGA5P044970	0.818	2.249
ASHGA5P044972	0.998	4.107
ASHGA5P044973	0.807	2.105
ASHGA5P044975	1.213	2.022
ASHGA5P044976	-2.03	1.764
ASHGA5P044977	-2.174	5.82
ASHGA5P044979	-5.031	6.587
ASHGA5P044980	1.039	4.131
ASHGA5P044982	0.715	1.754
ASHGA5P044984	1.204	2.1
ASHGA5P044985	0.929	3.638
ASHGA5P044986	1.678	4.604
ASHGA5P044990	-1.86	4.419
ASHGA5P044991	-2.637	4.346
ASHGA5P044992	1.097	2.245
ASHGA5P044993	-0.976	2.407
ASHGA5P044996	0.566	2.403
ASHGA5P045000	0.704	2.817
ASHGA5P045002	0.771	2.976
ASHGA5P045004	-0.478	1.901
ASHGA5P045005	-1.202	2.042
ASHGA5P045006	-2.717	4.243
ASHGA5P045007	0.647	2.271
ASHGA5P045008	0.311	1.584
ASHGA5P045009	-5.404	3.6
ASHGA5P045014	1.162	1.854
ASHGA5P045017	1.305	3.499
ASHGA5P045019	1.035	1.845
ASHGA5P045020	1.097	2.18
ASHGA5P045022	1.325	2.61
ASHGA5P045024	0.869	3.724
ASHGA5P045026	1.256	1.583
ASHGA5P045027	1.306	3.26
ASHGA5P045028	-0.646	2.234
ASHGA5P045029	-2.61	4.627
ASHGA5P045031	-3.795	4.257
ASHGA5P045033	-2.983	2.979
ASHGA5P045041	-2.581	4.477
ASHGA5P045042	1.099	2.589
ASHGA5P045045	1.397	2.736
ASHGA5P045049	1.167	2.976
ASHGA5P045050	-0.787	3.292
ASHGA5P045053	0.771	1.827
ASHGA5P045056	1.411	4.212
ASHGA5P045057	1.116	3.475
ASHGA5P045060	0.796	2.128
ASHGA5P045061	-1.166	2.11
ASHGA5P045064	1.33	3.704
ASHGA5P045065	-2.035	2.648
ASHGA5P045067	0.917	1.878
ASHGA5P045069	-0.783	2.552
ASHGA5P045070	0.922	3.727
ASHGA5P045072	-1.112	2.822
ASHGA5P045073	0.568	2.19
ASHGA5P045074	1.121	3.221
ASHGA5P045076	-0.987	3.44
ASHGA5P045080	0.403	1.789
ASHGA5P045081	0.748	2.923
ASHGA5P045082	1.905	5.614
ASHGA5P045083	0.988	2.161
ASHGA5P045085	0.477	2.239
ASHGA5P045086	-0.573	2.669
ASHGA5P045089	1.769	4.021
ASHGA5P045090	2.001	5.204
ASHGA5P045091	-1.036	2.551
ASHGA5P045092	1.035	3.684
ASHGA5P045094	1.55	3.02
ASHGA5P045096	0.847	3.384
ASHGA5P045098	0.576	1.871
ASHGA5P045100	0.963	3.68
ASHGA5P045101	-1.641	4.544
ASHGA5P045102	-2.057	5.594
ASHGA5P045103	0.801	1.867
ASHGA5P045104	0.994	2.14
ASHGA5P045109	0.923	2.448
ASHGA5P045111	-1.062	3.934
ASHGA5P045114	0.95	1.958
ASHGA5P045115	-1.803	4.829
ASHGA5P045116	-0.915	1.842
ASHGA5P045118	-1.735	5.018
ASHGA5P045120	-1.79	1.634
ASHGA5P045130	0.823	3.429
ASHGA5P045134	-0.646	3.034
ASHGA5P045135	-4.687	5.875
ASHGA5P045137	1.741	5.339
ASHGA5P045138	-1.404	4.524
ASHGA5P045140	-0.931	2.186
ASHGA5P045141	1.574	2.751
ASHGA5P045142	-0.392	1.844
ASHGA5P045144	0.766	2.268
ASHGA5P045145	0.647	2.492
ASHGA5P045147	1.021	2.122
ASHGA5P045150	-0.869	2.136
ASHGA5P045152	0.459	2.065
ASHGA5P045155	0.71	1.897
ASHGA5P045157	1.668	4.911
ASHGA5P045158	-2.942	5.263
ASHGA5P045162	1.455	3.233
ASHGA5P045163	-1.052	4.019
ASHGA5P045164	-3.132	6.873
ASHGA5P045166	2.049	4.785
ASHGA5P045168	0.456	2.168
ASHGA5P045169	0.604	2.956
ASHGA5P045175	-1.203	3.087
ASHGA5P045178	-3.843	7.287
ASHGA5P045182	1.39	2.806
ASHGA5P045184	1.723	3.142
ASHGA5P045186	-3.69	7.416
ASHGA5P045187	0.895	2.756
ASHGA5P045191	0.787	3.431
ASHGA5P045195	1.37	2.645
ASHGA5P045196	-0.947	3.517
ASHGA5P045199	-1.505	2.25
ASHGA5P045200	0.68	2.091
ASHGA5P045202	-2.353	5.906
ASHGA5P045204	0.446	2.284
ASHGA5P045206	0.513	2.286
ASHGA5P045208	1.072	2.639
ASHGA5P045209	1.339	4.751
ASHGA5P045210	-1.472	2.25
ASHGA5P045213	0.928	3.342
ASHGA5P045217	0.796	1.945
ASHGA5P045218	1.995	3.912
ASHGA5P045219	-0.913	3.28
ASHGA5P045220	3.315	6.332
ASHGA5P045221	-2.393	6.067
ASHGA5P045223	0.783	2.734
ASHGA5P045225	-0.815	2.263
ASHGA5P045226	-1.172	2.895
ASHGA5P045230	2.149	5.347
ASHGA5P045231	0.937	3.704
ASHGA5P045232	2.146	5.768
ASHGA5P045233	0.363	1.545
ASHGA5P045235	-1.081	3.664
ASHGA5P045238	1.32	2.08
ASHGA5P045244	0.642	1.892
ASHGA5P045248	1.131	4.169
ASHGA5P045249	-1.216	3.928
ASHGA5P045250	1.745	3.01
ASHGA5P045251	1.786	4.125
ASHGA5P045252	-0.566	2.549
ASHGA5P045256	-1.904	5.271
ASHGA5P045257	2.333	5.798
ASHGA5P045258	0.567	2.555
ASHGA5P045261	-2.376	6.032
ASHGA5P045262	1.81	1.852
ASHGA5P045264	1.504	5.065
ASHGA5P045265	-4.22	4.291
ASHGA5P045267	1.313	4.29
ASHGA5P045268	-1.01	2.69
ASHGA5P045272	-1.132	3.084
ASHGA5P045273	0.947	3.727
ASHGA5P045274	2.19	5.64
ASHGA5P045275	-0.64	1.803
ASHGA5P045278	-0.597	1.91
ASHGA5P045283	-1.929	5.534
ASHGA5P045285	1.232	2.193
ASHGA5P045286	0.567	2.647
ASHGA5P045288	0.796	3.302
ASHGA5P045290	1.408	3.836
ASHGA5P045291	1.98	2.982
ASHGA5P045293	-0.888	1.668
ASHGA5P045296	1.437	4.023
ASHGA5P045298	0.447	2.294
ASHGA5P045301	-1.061	2.629
ASHGA5P045303	1.951	5.059
ASHGA5P045306	-3.825	3.981
ASHGA5P045307	0.914	2.226
ASHGA5P045311	-2.554	6.067
ASHGA5P045312	-1.76	5.181
ASHGA5P045313	0.688	2.108
ASHGA5P045314	1.268	2.028
ASHGA5P045315	4.456	7.401
ASHGA5P045317	0.561	1.813
ASHGA5P045318	1.22	3.039
ASHGA5P045319	-1.373	3.538
ASHGA5P045321	0.684	3.157
ASHGA5P045323	-2.36	2.523
ASHGA5P045324	0.786	3.343
ASHGA5P045326	8.771	8.671
ASHGA5P045328	1.789	4.477
ASHGA5P045330	1.069	4.229
ASHGA5P045335	-1.919	1.578
ASHGA5P045336	-0.894	3.124
ASHGA5P045338	-2.059	1.985
ASHGA5P045340	3.42	6.617
ASHGA5P045341	0.698	3.042
ASHGA5P045346	-1.3	4.136
ASHGA5P045347	0.426	2.18
ASHGA5P045348	0.963	2.454
ASHGA5P045349	0.647	1.676
ASHGA5P045350	-0.619	2.248
ASHGA5P045354	-0.905	2.94
ASHGA5P045355	0.63	2.545
ASHGA5P045357	0.919	2.883
ASHGA5P045359	0.833	3.721
ASHGA5P045362	2.309	5.174
ASHGA5P045369	-0.4	1.756
ASHGA5P045371	-0.362	1.62
ASHGA5P045373	1.543	4.456
ASHGA5P045377	-1.257	2.018
ASHGA5P045378	1.491	4.27
ASHGA5P045379	-1.808	2.138
ASHGA5P045381	-1.903	3.7
ASHGA5P045383	-0.792	2.816
ASHGA5P045384	1.24	2.045
ASHGA5P045385	1.614	5.042
ASHGA5P045386	5.934	8.128
ASHGA5P045387	1.173	3.336
ASHGA5P045388	3.641	7.337
ASHGA5P045390	-1.845	1.564
ASHGA5P045393	0.83	1.703
ASHGA5P045398	1.848	2.901
ASHGA5P045399	2.112	5.643
ASHGA5P045402	-1.075	1.803
ASHGA5P045404	-1.928	3.547
ASHGA5P045405	0.808	2.797
ASHGA5P045407	1.086	2.167
ASHGA5P045409	-1.803	4.022
ASHGA5P045410	-2.491	6.516
ASHGA5P045411	-1.815	4.795
ASHGA5P045414	1.63	3.268
ASHGA5P045415	1.198	2.634
ASHGA5P045416	-1.147	4.289
ASHGA5P045417	1.19	4.015
ASHGA5P045419	1.281	2.868
ASHGA5P045421	1.705	5.238
ASHGA5P045422	5.108	6.844
ASHGA5P045428	1.292	2.006
ASHGA5P045430	-1.007	1.764
ASHGA5P045431	-0.872	3.637
ASHGA5P045432	-0.993	3.68
ASHGA5P045433	-1.17	4.278
ASHGA5P045434	-0.543	1.863
ASHGA5P045438	0.891	1.855
ASHGA5P045441	-1.108	4.207
ASHGA5P045443	-1.243	4.43
ASHGA5P045444	-2.813	3.494
ASHGA5P045445	0.76	2.551
ASHGA5P045446	-0.965	2.337
ASHGA5P045451	1.902	4.593
ASHGA5P045452	-1.062	3.733
ASHGA5P045453	1.284	2.63
ASHGA5P045457	1.074	2.35
ASHGA5P045458	-1.68	3.493
ASHGA5P045461	-0.756	2.229
ASHGA5P045463	-1.089	3.02
ASHGA5P045465	-0.661	2.776
ASHGA5P045468	-1.653	2.366
ASHGA5P045469	0.446	1.72
ASHGA5P045472	-0.758	2.554
ASHGA5P045473	0.956	2.112
ASHGA5P045475	2.013	4.137
ASHGA5P045476	1.595	2.299
ASHGA5P045477	-2.934	4.947
ASHGA5P045478	0.871	3.016
ASHGA5P045480	1.135	2.288
ASHGA5P045483	-3.343	1.663
ASHGA5P045484	-1.009	2.702
ASHGA5P045486	1.166	3.866
ASHGA5P045488	1.078	4.081
ASHGA5P045491	-1.309	3.048
ASHGA5P045492	-0.717	2.576
ASHGA5P045494	-0.718	1.564
ASHGA5P045496	-2.402	6.262
ASHGA5P045497	-2.423	4.157
ASHGA5P045499	2.749	5.017
ASHGA5P045500	0.693	3.315
ASHGA5P045501	0.526	2.294
ASHGA5P045502	-2.775	4.607
ASHGA5P045503	2.526	2.271
ASHGA5P045508	1.25	4.234
ASHGA5P045509	1.342	4.53
ASHGA5P045510	1.571	2.992
ASHGA5P045513	1.625	1.96
ASHGA5P045514	-0.674	1.802
ASHGA5P045515	0.537	2.16
ASHGA5P045518	-3.994	4.613
ASHGA5P045519	1.183	4.009
ASHGA5P045521	1.541	4.349
ASHGA5P045524	1.277	3.912
ASHGA5P045525	2.306	4.975
ASHGA5P045526	0.934	3.487
ASHGA5P045529	0.626	2.391
ASHGA5P045532	-1.197	2.622
ASHGA5P045533	2.531	6.231
ASHGA5P045535	-1.401	1.693
ASHGA5P045536	1.36	3.789
ASHGA5P045537	0.88	2.086
ASHGA5P045541	-2.568	6.385
ASHGA5P045544	1.382	3.869
ASHGA5P045546	7.754	7.36
ASHGA5P045550	0.922	2.971
ASHGA5P045551	2.128	5.307
ASHGA5P045553	1.805	5.523
ASHGA5P045554	-0.877	2.39
ASHGA5P045556	0.627	1.714
ASHGA5P045559	0.966	3.662
ASHGA5P045562	0.802	3.489
ASHGA5P045566	-1.121	3.424
ASHGA5P045567	1.213	4.008
ASHGA5P045568	0.357	1.71
ASHGA5P045569	-0.827	3.465
ASHGA5P045570	-3.023	2.79
ASHGA5P045574	-3.159	7.019
ASHGA5P045577	1.139	2.262
ASHGA5P045579	1.819	5.325
ASHGA5P045581	2.047	5.533
ASHGA5P045582	-1.171	4.563
ASHGA5P045584	-0.336	1.596
ASHGA5P045585	1.852	3.976
ASHGA5P045586	3.764	6.572
ASHGA5P045588	1.182	2.098
ASHGA5P045589	0.64	2.859
ASHGA5P045591	0.43	1.964
ASHGA5P045594	0.907	1.923
ASHGA5P045597	1.544	3.441
ASHGA5P045599	1.287	1.689
ASHGA5P045601	-0.497	2.326
ASHGA5P045606	-1.087	4.009
ASHGA5P045612	-1.118	4.219
ASHGA5P045613	0.909	2.523
ASHGA5P045617	0.787	2.863
ASHGA5P045618	0.442	1.65
ASHGA5P045620	0.884	2.872
ASHGA5P045621	1.67	2.628
ASHGA5P045622	0.749	1.833
ASHGA5P045624	1.279	2.162
ASHGA5P045630	1.779	2.764
ASHGA5P045631	2.048	5.154
ASHGA5P045633	3.71	6.041
ASHGA5P045635	-1.045	1.612
ASHGA5P045637	0.938	2.283
ASHGA5P045639	0.843	3.682
ASHGA5P045640	0.891	2.156
ASHGA5P045641	-0.709	1.659
ASHGA5P045644	3.43	6.48
ASHGA5P045647	0.688	2.732
ASHGA5P045648	-0.445	2.404
ASHGA5P045654	0.791	2.791
ASHGA5P045655	1.455	4.247
ASHGA5P045656	0.673	1.886
ASHGA5P045657	0.613	2.965
ASHGA5P045659	-1.919	4.802
ASHGA5P045661	-1.148	3.272
ASHGA5P045665	0.397	1.55
ASHGA5P045666	-2.137	2.247
ASHGA5P045668	-0.582	1.576
ASHGA5P045669	4.869	7.983
ASHGA5P045670	1.006	1.992
ASHGA5P045672	1.576	4.68
ASHGA5P045673	3.998	4.479
ASHGA5P045675	1.672	5.025
ASHGA5P045676	-0.35	1.69
ASHGA5P045677	-1.88	4.865
ASHGA5P045678	1.423	3.897
ASHGA5P045679	0.66	1.915
ASHGA5P045682	-0.424	1.981
ASHGA5P045683	-1.63	4.953
ASHGA5P045684	-0.665	1.88
ASHGA5P045685	2.22	4.963
ASHGA5P045687	0.644	2.478
ASHGA5P045688	2.829	5.361
ASHGA5P045689	1.39	3.949
ASHGA5P045690	-1.523	4.953
ASHGA5P045691	0.75	2.396
ASHGA5P045692	3.708	5.821
ASHGA5P045693	0.835	3.062
ASHGA5P045695	2.023	3.711
ASHGA5P045696	0.582	1.736
ASHGA5P045698	0.752	2.054
ASHGA5P045699	-3.736	5.458
ASHGA5P045701	2.579	6.045
ASHGA5P045703	1.02	2.136
ASHGA5P045705	1.062	4.341
ASHGA5P045707	5.609	8.006
ASHGA5P045708	4.954	7.776
ASHGA5P045709	1.479	4.351
ASHGA5P045710	2.11	5.895
ASHGA5P045711	0.938	3.888
ASHGA5P045714	1.418	2.545
ASHGA5P045716	-1.943	1.912
ASHGA5P045717	2.026	5.562
ASHGA5P045718	0.51	2.199
ASHGA5P045720	-0.482	1.766
ASHGA5P045723	0.845	2.455
ASHGA5P045725	0.928	2.836
ASHGA5P045728	0.75	2.601
ASHGA5P045729	1.436	3.646
ASHGA5P045730	-0.865	1.775
ASHGA5P045731	0.999	2.456
ASHGA5P045733	1.069	2.925
ASHGA5P045734	-3.546	4.32
ASHGA5P045736	1.195	3.684
ASHGA5P045738	0.764	2.704
